"Autoridad Para el Manejo Sustentable de la Cuenca del Lago Atitlan y su Entorno (AMSCLAE)"
"Departamento de Investigacion y Calidad Ambiental (DICA)"
"Estacion Climatica de"
"San Lucas Toliman"
2016
"  "
Mes,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2016-08-11,18.90,22.48,24.70,79.88,21.60,713.80,1143.00,5.70,9.20,S,22.12
2016-08-12,16.20,19.45,24.60,85.71,2.40,264.50,1218.00,1.92,10.30,S,20.12
2016-08-13,15.70,18.82,23.40,88.38,1.00,232.88,1281.00,1.70,10.00,SSE,20.37
2016-08-14,16.40,19.05,23.90,86.42,3.00,260.29,1369.00,1.84,10.60,ESE,4.16
2016-08-15,15.90,18.48,22.40,89.88,28.00,171.79,1139.00,1.30,8.50,SSW,11.08
2016-08-16,15.90,18.19,23.70,91.21,57.40,149.04,1158.00,0.95,9.40,S,12.86
2016-08-17,16.20,20.49,25.10,83.04,0.00,316.67,1232.00,2.18,10.90,,0.00
2016-08-18,16.70,20.42,24.80,83.12,6.60,260.00,1339.00,1.91,11.00,,0.00
2016-08-19,16.80,20.38,24.50,81.17,0.00,311.21,1153.00,2.07,10.00,S,23.56
2016-08-20,16.20,20.38,25.30,81.92,0.00,246.58,1169.00,1.66,9.60,SSE,20.44
2016-08-21,17.40,20.72,25.60,80.83,0.00,268.12,1188.00,1.85,10.00,S,19.09
2016-08-22,16.00,19.31,24.30,81.88,14.60,140.88,1264.00,1.10,9.60,SSE,19.94
2016-08-23,16.00,21.30,27.10,62.12,0.00,291.75,1281.00,2.05,9.30,ENE,22.84
2016-08-24,16.90,21.18,26.20,60.25,0.00,290.92,1102.00,2.00,9.40,NE,26.72
2016-08-25,16.10,20.50,25.80,76.00,0.00,232.83,1296.00,1.70,10.70,S,24.14
2016-08-26,15.30,19.55,24.90,83.83,0.00,259.83,1243.00,1.88,10.10,SW,13.74
2016-08-27,15.80,18.76,24.60,86.83,1.40,155.17,1334.00,1.22,10.20,S,13.65
2016-08-28,16.50,19.06,22.70,87.46,15.80,198.54,1241.00,1.43,10.30,SW,21.24
2016-08-29,16.60,18.68,23.90,90.75,30.00,189.54,1194.00,1.38,9.00,SSW,21.72
2016-08-30,15.90,18.60,22.90,91.04,5.60,199.92,1206.00,1.51,10.40,SW,20.63
2016-08-31,14.90,18.24,23.50,91.79,47.80,178.79,1042.00,1.45,9.30,SW,16.84
2016-09-01,16.10,19.04,23.50,91.25,2.60,207.17,1171.00,1.53,9.60,S,19.90
2016-09-02,16.40,18.38,25.30,91.46,19.20,116.71,983.00,0.72,8.20,SW,15.90
2016-09-03,16.20,17.61,20.00,91.08,1.40,99.71,582.00,0.72,5.50,SSW,7.65
2016-09-04,16.30,18.42,22.60,86.33,0.00,116.12,596.00,0.81,4.50,S,15.46
2016-09-05,15.90,19.57,25.40,87.08,1.20,279.92,1093.00,1.97,9.70,SSE,15.08
2016-09-06,16.60,19.53,24.60,84.67,10.00,267.04,1339.00,1.88,10.90,S,21.17
2016-09-07,17.20,20.63,25.60,70.75,0.00,262.00,1185.00,1.91,9.70,ENE,33.14
2016-09-08,15.30,19.39,24.20,73.04,2.40,269.58,1025.00,1.74,8.40,NE,15.86
2016-09-09,15.10,19.08,24.50,80.58,4.80,220.88,990.00,1.59,8.60,N,10.20
2016-09-10,16.40,18.61,23.80,89.21,5.80,152.96,1252.00,1.08,9.60,S,27.10
2016-09-11,15.80,18.79,23.20,89.29,2.40,231.33,1236.00,1.58,9.50,S,25.75
2016-09-12,15.30,18.08,22.50,91.25,0.40,164.62,1185.00,1.22,8.80,S,22.10
2016-09-13,16.10,18.27,22.10,90.88,0.60,140.04,1032.00,1.06,11.10,SW,14.92
2016-09-14,16.20,18.68,23.20,91.38,13.40,183.54,1197.00,1.30,9.20,S,23.82
2016-09-15,16.80,19.00,23.80,90.00,0.80,146.42,1106.00,1.05,8.60,SSW,9.67
2016-09-16,16.40,18.79,24.10,90.96,4.60,215.88,1206.00,1.53,10.10,SSW,19.91
2016-09-17,15.80,19.88,25.70,85.83,8.20,223.21,1434.00,1.62,11.00,E,4.40
2016-09-18,17.30,20.55,24.80,79.79,0.00,193.46,1355.00,1.47,10.60,ENE,21.30
2016-09-19,15.90,20.81,26.40,74.83,0.00,236.50,1113.00,1.67,8.80,NNE,12.54
2016-09-20,16.80,19.23,24.60,86.04,0.60,192.50,1336.00,1.44,9.60,N,7.06
2016-09-21,14.90,18.75,23.10,86.42,0.80,188.08,1253.00,1.34,9.70,S,19.83
2016-09-22,15.40,18.69,24.80,87.42,0.40,234.33,1222.00,1.67,10.00,SW,18.39
2016-09-23,15.40,17.45,20.80,92.08,5.60,117.88,1139.00,0.89,8.20,SW,15.92
2016-09-24,14.00,16.96,22.40,91.21,21.80,133.38,1192.00,0.93,10.40,SW,10.27
2016-09-25,14.70,17.93,22.50,90.17,39.00,220.62,1127.00,1.58,9.40,WSW,6.74
2016-09-26,14.60,18.12,23.30,89.67,3.20,206.92,1106.00,1.54,8.90,SSW,1.60
2016-09-27,15.50,17.70,22.30,91.92,5.80,93.21,1216.00,0.62,9.00,SSW,1.60
2016-09-28,15.10,19.24,24.20,86.71,0.00,245.96,1020.00,1.66,8.20,,0.00
2016-09-29,15.10,20.15,26.60,79.38,0.00,272.96,1158.00,1.77,8.80,S,12.45
2016-09-30,15.80,19.45,24.90,83.58,0.40,229.17,1245.00,1.59,9.60,NNE,7.22
2016-10-01,15.70,19.08,24.80,82.67,10.00,244.08,1185.00,1.69,9.20,SW,23.21
2016-10-02,15.10,18.73,23.60,86.75,0.00,211.79,1169.00,1.56,9.40,S,21.18
2016-10-03,14.40,18.25,22.70,87.92,0.40,178.71,1248.00,1.31,9.00,SSE,17.00
2016-10-04,14.90,18.59,23.60,88.92,2.60,219.88,1123.00,1.55,8.80,S,13.67
2016-10-05,15.80,19.06,23.70,90.25,7.20,207.25,1225.00,1.48,8.80,S,16.77
2016-10-06,14.20,18.60,23.70,87.54,15.00,198.29,1222.00,1.28,7.90,E,10.05
2016-10-07,15.90,19.29,23.40,88.29,0.00,189.50,1230.00,1.22,8.40,S,21.88
2016-10-08,15.30,19.22,25.00,83.25,0.00,187.79,1097.00,1.32,8.30,SSW,12.64
2016-10-09,16.90,20.60,25.70,73.54,0.00,205.25,1211.00,1.25,8.10,ENE,23.18
2016-10-10,17.30,20.63,25.70,73.42,0.00,154.83,1274.00,1.08,8.40,ENE,30.03
2016-10-11,17.10,20.98,25.10,71.17,0.00,194.50,1144.00,1.24,7.60,NE,18.39
2016-10-12,15.70,19.61,26.00,83.17,0.00,208.42,1306.00,1.32,8.80,S,18.77
2016-10-13,15.10,19.25,24.50,78.88,0.00,200.88,1178.00,1.21,7.30,NE,6.08
2016-10-14,15.50,19.19,23.70,81.38,0.00,200.71,977.00,1.21,6.90,NE,6.00
2016-10-15,15.10,19.10,25.20,85.25,0.00,167.79,1155.00,1.15,7.60,SW,9.65
2016-10-16,14.70,19.20,24.60,86.08,0.00,219.71,1056.00,1.29,7.10,S,20.01
2016-10-17,16.60,18.51,23.10,90.46,3.80,115.75,1297.00,0.76,7.70,SSW,12.85
2016-10-18,16.20,18.62,21.20,92.04,0.40,112.42,570.00,0.70,4.30,S,15.83
2016-10-19,16.10,18.46,22.60,91.38,0.00,142.38,1083.00,0.92,6.80,SW,16.09
2016-10-20,15.00,18.84,24.10,88.42,0.00,186.12,1216.00,1.23,7.80,SSW,12.07
2016-10-21,15.10,18.54,24.40,82.88,0.00,172.29,1100.00,1.15,7.30,S,19.70
2016-10-22,14.40,18.81,23.30,79.83,0.00,162.79,1132.00,1.12,8.10,SSE,13.16
2016-10-23,16.00,19.29,24.60,78.25,0.00,199.08,1148.00,1.33,8.00,NE,18.10
2016-10-24,15.90,19.39,23.80,78.00,0.00,160.71,1206.00,1.14,7.70,NNE,10.70
2016-10-25,15.60,18.27,22.80,80.71,3.80,99.17,1266.00,0.74,7.70,ENE,14.46
2016-10-26,14.20,18.44,22.80,74.33,0.00,188.88,1123.00,1.18,7.20,NE,6.42
2016-10-27,15.00,18.01,23.70,74.83,0.00,175.25,1144.00,1.12,7.20,N,10.85
2016-10-28,15.20,18.23,24.30,80.62,2.40,220.75,1069.00,1.28,6.90,SW,18.34
2016-10-29,13.80,17.88,22.30,85.67,0.20,237.42,1027.00,1.38,6.80,S,21.18
2016-10-30,14.20,18.37,23.70,83.21,0.00,197.12,914.00,1.06,5.70,SSW,12.32
2016-10-31,14.40,18.74,24.70,83.71,0.00,204.54,974.00,1.22,6.70,ENE,8.02
2016-11-01,16.50,19.26,23.10,83.29,0.00,151.04,933.00,0.97,6.50,S,17.46
2016-11-02,15.70,18.16,24.30,90.67,5.00,105.38,1104.00,0.72,8.20,S,19.10
2016-11-03,15.60,18.85,23.90,88.75,0.20,139.33,1190.00,1.08,8.20,SW,13.12
2016-11-04,15.80,20.24,25.20,69.42,0.00,170.54,1078.00,1.18,7.90,ENE,17.70
2016-11-05,16.90,19.98,23.70,74.00,0.00,111.88,1085.00,0.89,7.20,E,18.34
2016-11-06,14.40,18.62,23.90,82.83,0.40,170.17,1055.00,1.22,7.70,S,24.14
2016-11-07,13.70,18.07,22.60,85.17,0.00,196.33,1099.00,1.32,7.60,S,15.02
2016-11-08,15.10,18.09,23.10,82.92,0.00,179.54,956.00,1.18,6.70,S,12.40
2016-11-09,15.00,18.86,23.60,80.71,0.00,201.38,984.00,1.26,6.60,ENE,11.25
2016-11-10,13.90,19.49,24.50,77.58,0.00,154.04,1143.00,1.05,7.10,NNE,21.88
2016-11-11,16.20,19.70,25.10,79.04,0.00,201.71,1132.00,1.20,7.10,E,24.15
2016-11-12,14.90,19.75,25.20,78.88,0.00,203.42,1030.00,1.21,6.70,S,23.67
2016-11-13,14.50,18.97,25.40,79.38,0.00,188.25,993.00,1.16,6.50,SW,15.76
2016-11-14,14.10,18.18,23.70,82.42,0.00,166.83,1072.00,1.04,6.60,SSW,12.63
2016-11-15,13.70,18.34,22.50,81.04,0.00,176.38,1004.00,1.12,6.40,SW,13.18
2016-11-16,13.90,18.41,23.70,80.62,0.00,154.42,1100.00,0.98,6.90,SSW,10.43
2016-11-17,13.90,18.00,23.70,84.29,0.20,166.92,972.00,1.02,6.20,SSE,19.30
2016-11-18,14.70,18.94,23.60,79.08,0.00,194.17,970.00,1.14,6.10,E,11.29
2016-11-19,15.60,19.16,23.80,60.12,0.00,220.04,821.00,1.25,5.90,N,22.84
2016-11-20,15.30,18.45,23.40,58.21,0.00,215.83,824.00,1.24,5.90,NNW,30.32
2016-11-21,14.30,18.06,23.70,62.75,0.00,207.58,926.00,1.12,5.80,N,23.82
2016-11-22,13.30,17.27,22.50,67.79,0.00,210.17,819.00,1.12,5.30,NNE,21.32
2016-11-23,13.60,17.77,23.40,70.50,0.00,207.54,824.00,1.12,5.60,ENE,39.42
2016-11-24,15.80,19.72,25.30,69.50,0.00,190.58,914.00,1.12,6.10,NE,18.98
2016-11-25,16.90,20.75,24.20,62.92,0.00,128.29,995.00,0.77,6.30,N,21.17
2016-11-26,19.20,21.02,25.70,66.92,0.00,159.33,1053.00,0.96,6.60,N,33.59
2016-11-27,17.30,20.00,24.60,71.25,0.00,189.96,902.00,1.15,6.20,E,19.96
2016-11-28,14.80,18.29,22.70,84.75,0.60,132.96,1014.00,0.89,6.30,N,3.52
2016-11-29,15.40,17.09,19.30,94.17,0.20,75.83,527.00,0.50,4.60,SW,13.33
2016-11-30,13.90,17.29,22.10,90.29,0.00,143.75,944.00,0.84,5.30,SW,17.71
2016-12-01,13.60,17.13,21.20,86.88,0.20,114.62,872.00,0.67,5.00,WSW,5.20
2016-12-02,14.00,17.86,23.20,86.58,0.00,165.00,831.00,0.87,5.00,S,12.49
2016-12-03,13.70,17.67,22.00,88.42,1.40,145.21,921.00,0.83,4.90,SSW,8.49
2016-12-04,14.60,17.36,22.70,89.29,0.00,112.92,874.00,0.68,5.30,SW,12.62
2016-12-05,13.20,17.06,21.20,88.96,0.00,115.96,671.00,0.70,4.10,SW,11.04
2016-12-06,13.80,17.54,21.90,91.25,0.00,136.21,860.00,0.78,5.30,SSW,18.02
2016-12-07,14.60,18.52,24.00,86.42,0.20,205.88,870.00,1.07,5.50,SW,12.13
