Día,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2019-01-01,11.50,19.25,26.20,58.88,0.00,221.29,800.00,1.62,7.40,ESE,29.78
2019-01-02,11.80,18.06,23.90,69.33,0.00,205.54,842.00,1.57,7.60,SSW,10.89
2019-01-03,11.80,17.79,25.60,67.50,0.00,212.04,844.00,1.64,8.00,SW,11.18
2019-01-04,11.90,17.66,24.90,72.42,0.00,216.92,789.00,1.64,7.60,SW,11.11
2019-01-05,12.60,18.82,26.30,63.25,0.00,210.96,789.00,1.65,7.70,E,16.10
2019-01-06,12.70,17.91,24.40,68.92,0.00,195.50,870.00,1.56,7.90,SW,12.72
2019-01-07,13.10,16.82,22.30,74.79,0.20,166.58,969.00,1.32,7.50,SW,12.03
2019-01-08,11.80,17.45,23.60,66.96,0.00,211.50,944.00,1.65,8.50,ESE,23.35
2019-01-09,12.80,18.37,23.80,65.46,0.00,217.92,1041.00,1.77,9.30,SSW,10.98
2019-01-10,14.80,18.67,22.60,66.79,0.00,103.25,1100.00,1.10,9.20,ESE,21.20
2019-01-11,11.40,16.85,22.80,74.75,0.00,214.42,814.00,1.67,7.80,SW,10.52
2019-01-12,12.20,16.90,22.30,80.38,0.00,192.50,914.00,1.47,7.50,SSW,10.30
2019-01-13,11.70,17.76,25.30,64.92,0.00,217.04,830.00,1.71,8.00,E,22.20
2019-01-14,16.30,19.15,22.30,61.38,0.00,175.21,1049.00,1.52,9.00,ESE,37.01
2019-01-15,14.30,19.38,25.20,60.42,0.00,229.58,824.00,1.78,8.20,ESE,31.75
2019-01-16,13.80,19.89,25.40,60.46,0.00,224.29,807.00,1.76,8.00,E,29.33
2019-01-17,15.90,20.01,24.40,57.42,0.00,226.04,803.00,1.77,8.00,E,30.44
2019-01-18,11.80,17.91,26.00,67.88,0.00,223.96,816.00,1.74,8.10,SW,12.35
2019-01-19,11.80,16.27,22.20,77.83,0.00,179.29,1042.00,1.45,8.00,SW,10.22
2019-01-20,13.40,18.21,24.00,64.83,0.00,223.04,846.00,1.74,8.10,ESE,35.63
2019-01-21,13.40,18.04,23.40,62.58,0.00,193.83,960.00,1.55,8.70,ENE,13.43
2019-01-22,11.20,17.43,26.70,70.00,0.00,219.42,870.00,1.72,8.20,SW,11.29
2019-01-23,12.00,17.03,23.50,76.83,0.00,216.83,789.00,1.66,7.60,SW,16.12
2019-01-24,13.30,17.68,23.90,74.42,0.00,221.46,800.00,1.72,7.80,SW,11.02
2019-01-25,11.40,17.56,24.60,69.50,0.00,220.83,795.00,1.69,7.70,SW,10.89
2019-01-26,10.80,16.39,22.30,73.79,0.00,200.17,851.00,1.58,7.80,SW,12.53
2019-01-27,13.70,17.85,22.30,78.29,0.00,203.29,896.00,1.55,8.00,SSW,11.04
2019-01-28,13.50,17.02,23.60,77.58,0.00,187.17,946.00,1.51,8.20,SSW,9.41
2019-01-29,12.60,17.17,22.40,74.92,0.00,227.25,842.00,1.69,7.90,SSW,9.66
2019-01-30,10.30,16.12,22.70,64.62,0.00,222.04,900.00,1.65,8.00,SW,12.41
2019-01-31,11.20,16.34,23.00,74.33,0.00,217.04,831.00,1.65,8.00,SW,11.50
2019-02-01,11.80,17.11,22.20,76.33,0.00,203.42,874.00,1.48,7.50,SSW,11.07
2019-02-02,11.30,17.28,24.70,73.04,0.00,226.75,828.00,1.82,8.50,SW,10.39
2019-02-03,12.00,17.27,23.20,74.62,0.00,226.42,888.00,1.80,8.40,SW,11.05
2019-02-04,12.40,17.36,23.20,78.46,0.00,228.67,868.00,1.71,8.10,ENE,15.03
2019-02-05,12.60,17.42,22.70,80.08,0.00,222.54,809.00,1.65,7.60,NE,11.63
2019-02-06,11.80,18.60,23.80,70.38,0.00,467.70,860.00,4.12,8.80,,0.00
2019-02-07,11.40,17.45,22.70,76.25,0.00,246.50,858.00,1.98,8.90,SW,10.83
2019-02-08,11.20,18.54,25.80,59.42,0.00,255.96,935.00,2.16,9.70,SW,12.21
2019-02-09,17.60,20.00,23.30,55.71,0.00,250.12,909.00,2.18,10.00,E,41.69
2019-02-10,16.60,19.92,25.20,54.46,0.00,253.42,889.00,2.19,9.90,ESE,31.71
2019-02-11,11.30,16.92,23.60,64.62,0.00,236.92,881.00,1.92,9.50,SSW,11.30
2019-02-12,12.10,17.19,23.40,75.96,0.00,226.25,911.00,1.78,9.10,SW,13.98
2019-02-13,13.00,18.55,26.00,68.21,0.00,234.71,868.00,2.02,9.40,SW,14.29
2019-02-14,11.90,17.85,23.90,73.17,0.00,242.83,875.00,2.08,9.50,SSW,9.44
2019-02-15,13.60,18.58,24.10,74.25,0.00,240.00,844.00,1.93,8.70,SSW,11.03
2019-02-16,12.90,18.39,23.50,77.50,0.00,203.38,849.00,1.76,8.80,SW,15.32
2019-02-17,14.70,19.05,23.90,77.12,0.00,241.29,940.00,2.10,9.80,WSW,17.70
2019-02-18,13.10,18.70,23.10,78.54,0.00,235.88,1049.00,2.03,10.20,NE,8.32
2019-02-19,14.20,18.59,24.70,75.67,0.00,226.25,981.00,1.94,9.80,SSW,10.08
2019-02-20,13.80,18.24,22.90,81.17,0.00,180.71,1009.00,1.48,9.60,SW,10.16
2019-02-21,16.40,18.70,22.80,82.62,0.00,155.42,1041.00,1.38,9.40,WNW,21.20
2019-02-22,14.00,18.58,23.70,79.88,0.00,236.50,984.00,1.94,9.60,SW,14.27
2019-02-23,15.40,18.86,23.70,81.33,0.00,136.88,981.00,1.35,9.30,SSW,7.67
2019-02-24,15.60,19.98,24.30,74.08,0.00,204.25,1086.00,1.78,10.00,SW,7.83
2019-02-25,16.10,21.08,26.20,57.71,0.00,268.08,921.00,2.41,10.80,ESE,27.95
2019-02-26,15.20,19.88,26.30,57.29,0.00,266.38,925.00,2.28,10.30,E,25.04
2019-02-27,11.70,17.68,24.50,68.08,0.00,244.58,933.00,2.02,9.50,SW,11.02
2019-02-28,12.30,17.33,22.70,72.25,0.00,232.12,972.00,1.83,9.10,SW,11.28
2019-03-01,13.10,18.15,23.60,77.62,0.00,199.88,965.00,1.62,8.70,WNW,21.56
2019-03-02,12.60,18.28,23.70,74.38,0.00,255.04,1037.00,1.98,9.20,SW,10.60
2019-03-03,12.20,18.38,24.10,73.67,0.00,234.42,953.00,1.95,9.60,SW,10.39
2019-03-04,13.90,18.40,23.40,78.21,0.00,193.75,1009.00,1.72,9.30,SSW,10.30
2019-03-05,13.90,20.79,27.30,59.00,0.00,266.96,986.00,2.34,10.60,SSW,11.03
2019-03-06,19.70,22.14,25.60,53.58,0.00,264.96,902.00,2.42,10.60,ESE,41.15
