Día,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2018-01-01,12.80,18.26,25.10,66.54,0.00,196.04,918.00,1.53,7.80,SW,11.07
2018-01-02,13.00,18.03,22.20,67.54,0.00,184.83,851.00,1.53,7.90,E,30.13
2018-01-03,12.10,17.87,24.30,68.62,0.00,181.92,877.00,1.50,7.60,ESE,21.72
2018-01-04,13.20,18.36,23.60,61.33,0.00,186.29,765.00,1.49,7.10,ESE,24.68
2018-01-05,11.30,16.97,22.80,72.42,0.20,204.92,830.00,1.55,7.20,SW,11.29
2018-01-06,11.40,16.83,24.20,67.17,0.00,214.54,784.00,1.65,7.40,SW,12.37
2018-01-07,8.90,15.13,23.40,64.08,0.00,218.88,796.00,1.64,7.40,SW,14.80
2018-01-08,8.10,15.18,22.40,72.50,0.00,215.62,796.00,1.63,7.30,SW,12.40
2018-01-09,10.60,16.13,22.90,70.50,0.00,207.71,780.00,1.54,6.90,SW,12.32
2018-01-10,10.80,16.08,21.70,79.54,0.00,199.79,786.00,1.43,6.60,SSW,8.04
2018-01-11,10.10,15.74,22.20,75.88,0.00,209.04,784.00,1.57,7.10,SW,13.81
2018-01-12,10.30,17.42,23.90,62.58,0.00,215.33,779.00,1.56,6.90,ESE,35.40
2018-01-13,11.90,17.92,23.70,59.58,0.00,217.79,779.00,1.62,7.20,E,23.16
2018-01-14,13.60,17.07,22.70,53.08,0.00,217.88,795.00,1.65,7.40,E,24.65
2018-01-15,9.60,15.93,23.20,61.71,0.00,207.88,782.00,1.60,7.40,ENE,13.22
2018-01-16,10.80,16.85,23.60,68.08,0.00,171.38,963.00,1.42,7.70,SW,8.96
2018-01-17,15.40,18.09,22.90,61.92,0.00,184.38,1023.00,1.61,8.20,SE,30.22
2018-01-18,12.70,17.45,21.80,59.46,0.00,193.29,800.00,1.66,7.90,ESE,34.53
2018-01-19,14.80,18.84,23.30,61.83,0.00,214.88,802.00,1.82,8.10,SE,29.15
2018-01-20,12.00,17.56,24.20,72.38,0.00,216.71,810.00,1.72,7.90,SW,10.98
2018-01-21,12.80,18.23,25.10,76.21,0.00,214.92,791.00,1.77,7.90,SSW,9.13
2018-01-22,12.70,17.42,23.40,80.42,0.00,216.62,823.00,1.70,7.80,SSW,9.06
2018-01-23,11.50,18.88,24.40,65.08,0.00,161.62,1051.00,1.42,9.10,ESE,27.63
2018-01-24,17.00,19.87,24.00,60.96,0.00,226.04,932.00,1.82,8.20,E,34.47
2018-01-25,16.90,19.41,23.10,61.79,0.00,234.25,940.00,1.86,8.40,SE,37.93
2018-01-26,17.20,19.61,23.00,62.71,0.00,229.46,912.00,1.90,8.80,ESE,37.71
2018-01-27,15.20,19.27,25.40,67.92,0.00,225.00,833.00,1.89,8.60,E,23.07
2018-01-28,12.20,19.01,26.40,65.25,0.00,217.92,816.00,1.86,8.50,SW,11.94
2018-01-29,15.20,19.78,23.60,65.04,0.00,191.04,1053.00,1.73,9.60,ESE,32.36
2018-01-30,17.40,19.88,22.90,58.17,0.00,233.46,837.00,1.93,8.60,SE,49.35
2018-01-31,17.10,19.90,24.10,59.46,0.00,231.54,872.00,1.92,8.60,SE,37.66
2018-02-01,12.20,18.43,25.50,70.38,0.00,217.54,788.00,1.67,7.20,SW,14.52
2018-02-02,12.30,19.63,26.60,59.21,0.00,236.42,831.00,1.91,8.40,SSW,10.77
2018-02-03,18.30,20.96,25.20,59.88,0.00,230.83,840.00,1.95,8.70,E,32.73
2018-02-04,11.70,17.62,23.80,70.42,0.00,234.58,833.00,1.87,8.30,SW,14.01
2018-02-05,11.10,17.35,23.90,71.75,0.00,231.17,831.00,1.87,8.40,SW,11.28
2018-02-06,11.90,18.92,26.20,62.67,0.00,235.58,840.00,1.95,8.70,ESE,25.73
2018-02-07,10.90,19.87,25.40,54.04,0.00,496.49,840.00,4.48,8.50,SW,12.90
2018-02-08,12.20,19.05,25.30,65.54,0.00,212.62,1090.00,1.91,10.80,E,31.65
2018-02-09,14.60,19.42,25.70,64.29,0.00,238.50,856.00,2.08,9.30,E,27.02
2018-02-10,11.30,17.19,24.30,71.38,0.00,237.83,912.00,1.96,8.80,SW,11.73
2018-02-11,14.10,17.86,22.20,80.83,0.00,174.25,905.00,1.62,8.20,SSW,8.21
2018-02-12,13.60,19.91,25.80,63.67,0.00,217.58,1165.00,1.91,10.50,E,31.31
2018-02-13,17.90,20.34,23.70,60.50,0.00,154.62,1051.00,1.39,8.80,E,37.03
2018-02-14,16.50,19.52,22.90,56.12,0.00,252.75,877.00,2.17,9.50,ESE,39.88
2018-02-15,16.30,19.83,25.40,51.62,0.00,252.62,1020.00,2.10,9.50,E,32.19
2018-02-16,14.00,19.85,25.60,51.29,0.00,252.50,882.00,2.14,9.40,ESE,22.99
2018-02-17,11.70,17.93,23.90,62.75,0.00,247.29,896.00,2.06,9.50,SW,11.30
2018-02-18,13.10,17.98,24.90,68.00,0.00,250.92,916.00,2.16,9.70,SSW,12.56
2018-02-19,11.90,16.85,23.40,74.25,0.00,233.12,912.00,2.13,9.70,SW,14.19
2018-02-20,12.60,17.71,23.10,78.58,0.00,236.38,998.00,1.98,9.30,S,8.02
2018-02-21,13.50,18.10,22.60,77.88,0.00,235.42,872.00,2.04,9.30,ENE,15.14
2018-02-22,12.90,18.24,23.80,72.58,0.00,235.42,926.00,1.92,9.00,SW,11.50
2018-02-23,11.10,17.73,25.80,66.92,0.00,253.83,891.00,2.17,9.70,SW,12.26
2018-02-24,12.60,17.48,23.30,75.79,0.00,165.54,1178.00,1.61,11.10,SW,13.10
2018-02-25,12.50,16.73,22.70,80.71,1.00,255.00,1056.00,2.11,9.90,SW,13.71
2018-02-26,11.00,16.75,22.30,76.33,0.00,263.79,1104.00,2.28,10.50,SSW,8.58
2018-02-27,12.30,18.68,25.50,61.04,0.00,250.38,914.00,2.29,10.20,SE,25.76
2018-02-28,10.50,16.85,22.80,66.83,0.00,266.12,930.00,2.23,9.90,SW,13.36
2018-03-01,11.10,16.84,22.80,77.33,0.00,229.46,1016.00,2.00,9.90,SSW,9.19
2018-03-02,12.70,19.27,26.10,66.29,0.00,264.17,916.00,2.35,10.30,ESE,30.58
2018-03-03,15.10,20.79,26.10,53.33,0.00,269.46,919.00,2.42,10.30,ESE,33.56
2018-03-04,13.90,19.55,25.40,59.71,0.00,265.54,918.00,2.40,10.40,ESE,21.32
2018-03-05,10.60,17.23,24.30,64.00,0.00,260.29,919.00,2.30,10.00,SW,13.50
2018-03-06,10.40,17.45,24.30,63.08,0.00,265.88,918.00,2.28,9.80,SW,12.71
2018-03-07,11.30,18.08,25.70,65.50,0.00,264.12,925.00,2.24,9.80,SSW,9.66
2018-03-08,16.10,20.27,26.90,50.00,0.00,266.88,932.00,2.26,9.90,SE,36.47
2018-03-09,11.30,18.71,23.90,63.11,0.00,513.71,923.00,5.07,10.00,SW,12.90
2018-03-10,11.40,17.81,24.80,73.33,0.00,248.58,984.00,1.99,9.40,SSW,10.03
2018-03-11,12.40,19.05,26.40,68.87,0.00,268.91,911.00,2.26,9.80,SSW,9.23
2018-03-12,13.30,20.56,28.60,64.54,0.00,266.25,925.00,2.25,10.10,SSW,8.85
2018-03-13,15.10,20.52,26.20,70.67,0.00,244.58,1025.00,2.35,11.30,ESE,18.98
2018-03-14,14.10,20.37,26.80,63.38,0.00,253.62,1011.00,2.35,10.70,E,29.32
2018-03-15,14.20,20.07,27.10,71.12,0.00,263.62,1218.00,2.55,13.30,SW,14.52
2018-03-16,14.30,19.02,24.50,77.21,0.00,266.88,1093.00,2.55,11.70,SSW,9.48
2018-03-17,13.80,18.89,23.80,77.67,0.00,231.46,1071.00,2.15,11.30,SSW,9.24
2018-03-18,15.40,19.80,24.20,78.38,0.00,223.33,1004.00,1.91,9.90,SSW,8.03
2018-03-19,14.90,20.23,24.70,78.25,0.00,248.08,1011.00,2.10,9.80,ENE,12.58
2018-03-20,15.70,19.76,24.90,80.25,0.00,222.67,1027.00,2.00,9.90,SSW,8.22
2018-03-21,14.40,20.93,27.80,57.12,0.00,276.29,944.00,2.40,10.70,SSW,11.03
2018-03-22,18.60,21.67,27.60,46.71,0.00,282.67,958.00,2.50,10.90,E,36.62
