"Autoridad Para el Manejo Sustentable de la Cuenca del Lago Atitlan y su Entorno (AMSCLAE)"
"Departamento de Investigacion y Calidad Ambiental (DICA)"
"Estacion Climatica de"
"San Jose Chacaya"
2018
"  "
Mes,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2018-01-01,6.80,13.19,21.60,70.33,0.00,,,,,WSW,13.86
2018-01-02,6.20,12.62,19.20,76.71,0.00,,,,,ESE,23.87
2018-01-03,6.20,11.76,19.40,79.25,0.00,,,,,WSW,11.12
2018-01-04,5.60,12.43,20.30,72.21,0.00,,,,,ESE,19.30
2018-01-05,4.20,12.32,20.70,78.33,0.00,,,,,ESE,13.97
2018-01-06,4.00,11.27,21.20,69.54,0.00,,,,,WSW,13.10
2018-01-07,1.00,9.90,19.50,70.54,0.00,,,,,WSW,13.17
2018-01-08,3.70,11.52,20.30,68.33,0.00,,,,,WSW,13.60
2018-01-09,4.20,11.70,20.60,74.29,0.00,,,,,WSW,13.04
2018-01-10,4.10,11.35,19.00,82.21,0.00,,,,,WSW,13.08
2018-01-11,3.60,11.33,18.90,79.62,0.00,,,,,WSW,14.18
2018-01-12,4.40,12.76,20.60,62.42,0.00,,,,,ENE,30.90
2018-01-13,3.40,11.10,19.30,71.67,0.00,,,,,WSW,13.86
2018-01-14,2.40,9.77,18.90,68.62,0.00,,,,,NNE,29.94
2018-01-15,3.40,10.69,20.70,69.38,0.00,,,,,WSW,12.70
2018-01-16,5.80,11.88,20.20,73.71,0.00,,,,,WSW,11.60
2018-01-17,6.60,11.70,18.90,74.58,0.00,,,,,ENE,24.92
2018-01-18,7.50,12.25,16.70,69.54,0.00,,,,,NNE,33.80
2018-01-19,8.90,13.35,18.90,73.92,0.00,,,,,ENE,22.20
2018-01-20,6.30,13.30,21.20,76.79,0.00,,,,,WSW,14.50
2018-01-21,6.90,14.06,22.50,79.67,0.00,,,,,ESE,17.38
2018-01-22,7.50,13.84,21.50,81.96,0.00,,,,,WSW,12.36
2018-01-23,4.40,12.45,18.70,76.67,0.00,,,,,ENE,25.15
2018-01-24,10.20,14.14,19.20,72.58,0.00,,,,,E,28.29
2018-01-25,10.50,13.75,17.60,73.54,0.00,,,,,ENE,30.85
2018-01-26,11.30,13.94,18.20,74.83,0.00,,,,,NE,30.41
2018-01-27,8.30,14.05,20.30,77.21,0.00,,,,,ENE,20.37
2018-01-28,5.70,13.56,22.10,72.42,0.00,,,,,WSW,12.63
2018-01-29,11.00,15.12,19.10,72.75,0.00,,,,,ENE,27.36
2018-01-30,12.60,13.80,16.80,72.29,0.00,,,,,NE,47.77
2018-01-31,8.60,14.15,18.00,71.17,0.00,,,,,N,36.22
2018-02-01,5.70,13.76,23.20,74.00,0.00,,,,,WSW,13.61
2018-02-02,5.80,14.26,22.10,66.54,0.00,,,,,WSW,15.83
2018-02-03,10.90,15.60,21.00,68.79,0.00,,,,,ENE,27.36
2018-02-04,4.80,12.83,22.10,69.79,0.00,,,,,W,14.23
2018-02-05,3.00,12.34,21.90,67.83,0.00,,,,,ESE,16.48
2018-02-06,5.70,15.25,22.70,62.29,1.00,,,,,NE,21.36
2018-02-07,2.80,11.90,21.70,68.92,0.00,,,,,WSW,14.32
2018-02-08,6.40,13.56,21.10,73.04,0.00,,,,,NE,27.07
2018-02-09,6.80,14.21,21.00,69.04,0.00,,,,,ESE,21.88
2018-02-10,5.20,12.49,21.30,75.67,0.00,,,,,WSW,13.69
