Día,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2013-01-01,5.60,10.28,15.00,82.17,0.00,202.25,1204.00,1.21,8.10,ESE,4.47
2013-01-02,3.80,9.68,15.90,76.04,0.01,205.71,860.00,1.29,6.60,ESE,2.68
2013-01-03,3.60,9.89,16.70,72.08,0.00,186.58,780.00,1.27,6.60,NNW,4.39
2013-01-04,6.70,9.50,13.40,81.71,0.00,156.96,984.00,1.18,7.70,NNW,10.25
2013-01-05,6.90,9.93,15.20,83.46,0.00,201.33,758.00,1.32,6.30,NNW,9.74
2013-01-06,7.60,10.28,14.20,85.00,0.00,179.25,1118.00,1.20,7.60,NNW,11.25
2013-01-07,8.20,9.49,13.10,91.17,0.05,176.00,1155.00,1.32,8.80,NNW,12.19
2013-01-08,7.50,9.90,13.40,87.29,0.01,133.96,972.00,1.06,8.10,NNE,7.44
2013-01-09,6.70,10.90,15.70,83.71,0.00,192.83,921.00,1.50,8.00,ESE,4.44
2013-01-10,6.80,10.61,15.90,74.67,0.00,200.71,844.00,1.50,7.60,NNE,6.77
2013-01-11,6.20,10.45,15.80,73.71,0.00,220.04,868.00,1.53,7.30,ESE,7.45
2013-01-12,4.40,10.25,16.70,78.29,0.00,154.38,1002.00,1.23,8.50,ESE,4.17
2013-01-13,1.10,8.92,15.90,75.67,0.00,163.25,925.00,1.34,7.90,N,1.90
2013-01-14,3.60,9.56,16.60,58.58,0.00,213.38,768.00,1.63,7.60,NNW,3.30
2013-01-15,0.40,7.55,15.00,61.96,0.00,209.67,766.00,1.67,8.00,E,2.16
2013-01-16,0.40,8.50,15.80,76.29,0.00,161.96,937.00,1.45,8.60,E,3.02
2013-01-17,4.20,7.03,10.30,91.42,0.01,167.08,977.00,1.43,9.40,NNW,12.55
2013-01-18,3.40,6.90,12.70,83.92,0.00,200.88,1037.00,1.54,9.10,NNW,12.12
2013-01-19,5.40,7.85,12.50,88.83,0.00,142.88,1060.00,1.27,9.20,NE,7.14
2013-01-20,6.20,8.22,13.80,88.21,0.00,134.50,891.00,1.17,9.30,NNW,9.26
2013-01-21,3.80,8.39,14.30,85.58,0.01,196.62,918.00,1.37,8.00,NNE,4.03
2013-01-22,3.80,8.54,14.30,82.33,0.00,193.58,905.00,1.52,7.60,NNW,6.26
2013-01-23,4.40,8.58,14.90,82.58,0.01,159.79,909.00,1.34,8.30,NNW,5.80
2013-01-24,4.40,7.78,13.20,88.92,0.10,164.71,1083.00,1.38,8.90,NNW,8.19
2013-01-25,3.60,6.79,10.90,90.25,0.54,101.83,1227.00,1.09,10.80,NNW,6.61
2013-01-26,4.40,8.18,13.30,84.04,0.01,179.96,1127.00,1.62,10.50,NNE,6.29
2013-01-27,5.80,9.97,14.80,72.71,0.00,144.04,965.00,1.44,10.30,NNE,5.35
2013-01-28,4.50,9.90,15.80,64.08,0.00,168.83,1097.00,1.66,11.30,NNW,2.50
2013-01-29,2.40,9.32,15.70,75.08,0.00,213.96,958.00,1.98,10.00,NNW,1.88
2013-01-30,2.80,9.90,16.20,79.71,0.00,211.92,1005.00,1.89,9.50,ESE,3.20
2013-01-31,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-01,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-02,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-03,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-04,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-05,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-06,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-07,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-08,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-09,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-10,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-11,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-12,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-13,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-14,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-15,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-16,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-17,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-18,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-19,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-20,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-21,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-22,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-23,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-24,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-25,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-26,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
2013-02-27,,,,84.00,0.00,0.00,0.00,0.00,0.00,,0.00
