"Autoridad Para el Manejo Sustentable de la Cuenca del Lago Atitlan y su Entorno (AMSCLAE)"
"Departamento de Investigacion y Calidad Ambiental (DICA)"
"Estacion Climatica de"
"San Jose Chacaya"
2019
"  "
Mes,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2019-01-01,5.50,13.72,22.80,66.62,0.00,,,,,ESE,18.50
2019-01-02,5.40,13.67,22.20,71.42,0.00,,,,,WSW,10.31
2019-01-03,7.60,14.21,24.10,67.62,0.00,,,,,WSW,10.15
2019-01-04,5.90,14.29,24.30,57.71,0.00,,,,,WSW,8.27
2019-01-05,4.30,13.10,23.20,67.71,0.00,,,,,WSW,5.94
2019-01-06,5.40,12.09,20.60,77.88,0.00,,,,,WSW,5.04
2019-01-07,6.40,11.40,19.00,84.17,4.40,,,,,W,7.83
2019-01-08,5.10,11.69,19.20,75.33,0.20,,,,,W,14.18
2019-01-09,7.30,13.82,20.10,74.04,0.00,,,,,E,24.52
2019-01-10,7.90,12.87,18.30,80.33,0.00,,,,,,0.00
2019-01-11,5.60,12.27,20.30,80.62,0.00,,,,,WSW,5.50
2019-01-12,6.50,12.48,19.30,85.21,0.20,,,,,WSW,9.66
2019-01-13,4.60,12.03,20.60,71.96,0.00,,,,,ENE,21.54
2019-01-14,11.50,13.88,18.40,71.67,0.00,,,,,ENE,33.80
2019-01-15,9.20,14.01,19.60,68.75,0.00,,,,,NE,26.64
2019-01-16,8.40,14.26,21.40,70.92,0.00,,,,,ENE,26.08
2019-01-17,7.20,13.06,19.30,71.12,0.00,,,,,NNE,25.72
2019-01-18,5.40,12.68,22.30,73.75,0.00,,,,,WSW,6.17
2019-01-19,4.90,11.40,19.30,84.00,0.00,,,,,WSW,6.08
2019-01-20,7.20,13.78,19.10,68.33,0.20,,,,,NNW,31.78
2019-01-21,4.50,12.58,20.70,73.08,0.00,,,,,WSW,8.29
2019-01-22,6.30,13.48,22.80,72.83,0.00,,,,,WSW,8.49
2019-01-23,7.10,13.58,21.60,75.96,0.00,,,,,WSW,6.10
2019-01-24,6.10,13.64,23.00,73.67,0.00,,,,,WSW,8.57
2019-01-25,6.60,13.58,22.80,68.88,0.00,,,,,WSW,13.53
2019-01-26,4.60,12.07,20.40,77.25,0.00,,,,,W,13.26
2019-01-27,8.20,13.09,18.90,87.12,0.00,,,,,WSW,7.78
2019-01-28,6.80,11.88,18.50,85.92,0.00,,,,,WSW,11.64
2019-01-29,6.00,12.12,20.80,79.21,0.20,,,,,WSW,10.06
2019-01-30,2.40,10.42,19.70,75.21,0.00,,,,,WSW,11.86
2019-01-31,4.90,11.66,19.90,80.83,0.00,,,,,WSW,12.74
2019-02-01,6.40,12.42,18.90,83.12,0.00,,,,,WSW,12.00
2019-02-02,4.80,12.69,21.40,79.25,0.00,,,,,WSW,13.10
2019-02-03,5.10,11.91,20.40,81.50,0.00,,,,,WSW,12.29
2019-02-04,5.50,12.05,19.70,85.83,0.20,,,,,ESE,15.82
2019-02-05,5.70,12.90,20.90,83.79,0.20,,,,,WSW,12.53
2019-02-06,5.00,13.01,21.90,77.71,0.00,,,,,WSW,14.93
2019-02-07,2.90,11.99,20.80,78.88,0.00,,,,,WSW,14.49
2019-02-08,2.80,13.55,20.40,66.55,0.00,,,,,ENE,26.43
2019-02-09,11.80,14.03,18.70,69.12,0.00,,,,,NE,39.02
2019-02-10,9.90,14.13,20.70,63.29,0.00,,,,,ENE,32.72
2019-02-11,3.20,11.35,20.20,73.79,0.00,,,,,W,15.78
2019-02-12,6.70,12.97,20.70,80.67,0.00,,,,,SSE,16.08
2019-02-13,6.10,13.22,22.60,75.29,0.00,,,,,W,14.27
2019-02-14,5.10,12.94,21.70,77.42,0.00,,,,,WSW,13.46
2019-02-15,5.00,13.22,22.30,77.75,0.00,,,,,W,15.30
2019-02-16,7.70,14.48,22.20,81.38,0.00,,,,,WSW,15.30
2019-02-17,7.70,14.38,20.00,86.58,0.00,,,,,ESE,12.24
2019-02-18,5.50,14.36,21.40,78.54,0.00,,,,,WSW,13.22
2019-02-19,8.00,13.97,21.40,80.12,0.00,,,,,WSW,13.34
2019-02-20,8.90,13.28,19.40,89.21,0.00,,,,,W,10.60
2019-02-21,8.90,13.41,20.80,89.54,0.00,,,,,WSW,10.19
2019-02-22,8.10,13.95,20.90,86.62,0.20,,,,,WSW,13.54
2019-02-23,9.90,14.58,20.30,87.00,0.00,,,,,WSW,10.64
2019-02-24,9.70,15.60,21.80,75.58,0.00,,,,,WSW,12.08
2019-02-25,10.00,15.59,21.30,67.38,0.00,,,,,NE,24.34
2019-02-26,6.40,13.98,22.80,63.33,0.00,,,,,SE,19.06
2019-02-27,4.00,12.02,21.30,73.96,0.00,,,,,ESE,12.88
2019-02-28,4.90,11.92,19.90,81.92,0.00,,,,,WSW,14.30
2019-03-01,7.10,12.94,20.30,84.33,0.00,,,,,SSE,18.61
2019-03-02,6.60,13.35,21.20,80.25,0.00,,,,,WSW,13.47
2019-03-03,5.50,13.35,20.90,80.29,0.20,,,,,WSW,14.03
2019-03-04,8.20,13.93,20.70,83.96,0.00,,,,,WSW,11.82
2019-03-05,7.30,15.19,22.10,69.46,0.00,,,,,WSW,14.50
2019-03-06,13.40,16.26,20.50,66.29,0.00,,,,,ENE,39.70
2019-03-07,12.20,16.98,25.20,53.67,0.00,,,,,NE,31.45
2019-03-08,5.40,17.72,23.50,56.63,0.00,,,,,E,16.08
2019-03-09,5.60,13.58,23.30,73.00,0.00,,,,,WSW,13.33
2019-03-10,5.60,14.53,24.50,70.74,0.00,,,,,ESE,16.57
2019-03-11,3.90,13.92,23.40,70.67,0.00,,,,,WSW,13.69
2019-03-12,4.70,14.03,23.60,69.54,0.00,,,,,WSW,13.59
2019-03-13,6.30,13.31,21.70,80.25,0.00,,,,,SSE,19.30
2019-03-14,8.90,14.00,21.60,86.83,0.00,,,,,WSW,11.82
2019-03-15,5.30,14.10,22.30,82.58,0.20,,,,,WSW,12.63
2019-03-16,9.90,16.77,23.40,58.42,0.00,,,,,ENE,22.12
2019-03-17,6.70,14.99,24.00,62.21,0.00,,,,,ENE,23.32
2019-03-18,4.90,14.01,22.40,73.21,0.00,,,,,WSW,12.08
2019-03-19,10.10,14.99,20.90,82.46,0.00,,,,,SSE,20.10
2019-03-20,7.20,14.35,21.90,76.75,0.00,,,,,WSW,14.22
2019-03-21,6.50,14.40,23.30,66.79,0.00,,,,,WSW,10.26
2019-03-22,8.00,14.09,22.40,74.92,0.00,,,,,ENE,22.20
2019-03-23,6.70,13.50,21.20,75.29,0.00,,,,,WSW,12.53
2019-03-24,7.20,14.60,23.50,57.96,0.00,,,,,SE,23.16
2019-03-25,2.50,13.26,22.90,48.17,0.00,,,,,WSW,13.84
2019-03-26,3.90,13.11,20.40,58.12,0.00,,,,,WSW,12.50
2019-03-27,12.20,14.15,17.80,70.42,0.00,,,,,NE,35.40
2019-03-28,10.40,16.10,22.90,62.79,0.00,,,,,ENE,23.48
2019-03-29,7.80,13.94,20.80,80.83,0.00,,,,,SSE,20.26
2019-03-30,8.80,14.28,21.00,84.83,0.00,,,,,WSW,11.02
2019-03-31,7.10,13.98,21.50,83.25,0.20,,,,,WSW,11.81
2019-04-01,6.40,14.22,22.60,76.92,0.00,,,,,W,11.27
2019-04-02,5.70,17.56,26.10,62.03,0.00,,,,,WSW,14.10
2019-04-03,7.20,14.34,22.80,77.54,0.00,,,,,WSW,12.17
2019-04-04,7.40,14.26,21.70,81.33,0.00,,,,,WSW,10.59
2019-04-05,8.20,14.61,21.30,84.33,17.60,,,,,ESE,17.06
2019-04-06,11.30,14.63,20.80,91.38,42.40,,,,,ESE,12.35
2019-04-07,12.80,15.20,19.40,91.96,4.80,,,,,,0.00
2019-04-08,11.20,14.55,19.60,94.62,30.80,,,,,ESE,11.92
