Día,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2013-01-01,9.50,13.89,18.90,76.17,0.00,223.38,1023.00,1.23,8.00,E,5.89
2013-01-02,7.60,13.27,19.40,71.62,0.00,239.50,926.00,1.38,7.70,NNW,4.75
2013-01-03,8.10,13.99,19.70,65.08,0.00,236.46,831.00,1.36,7.50,NW,6.55
2013-01-04,10.70,13.75,17.30,71.92,0.00,162.17,997.00,1.02,8.50,NNW,11.40
2013-01-05,11.60,14.32,18.50,71.83,0.00,235.50,902.00,1.34,7.70,NNW,11.35
2013-01-06,10.70,14.73,19.00,73.38,0.00,218.50,1192.00,1.11,8.40,NNW,11.23
2013-01-07,12.60,13.97,17.20,78.96,0.00,203.08,1067.00,1.25,8.40,NNW,14.24
2013-01-08,10.10,14.11,18.40,77.79,0.00,179.67,1232.00,0.99,9.30,N,8.49
2013-01-09,9.30,13.92,19.10,79.42,0.00,250.17,1037.00,1.45,8.10,E,6.14
2013-01-10,8.30,14.10,20.30,68.62,0.00,228.79,923.00,1.30,7.80,NNW,5.95
2013-01-11,10.20,14.48,20.00,67.62,0.00,242.46,939.00,1.35,7.60,NNW,6.55
2013-01-12,9.60,13.93,19.40,74.42,0.00,223.08,1097.00,1.15,8.60,E,6.05
2013-01-13,7.40,12.46,18.30,73.67,0.00,243.17,861.00,1.38,7.70,NNW,3.84
2013-01-14,6.60,12.54,19.90,61.25,0.00,245.38,870.00,1.43,7.90,NNW,4.42
2013-01-15,4.70,10.94,17.80,66.08,0.00,241.42,858.00,1.55,8.40,NW,4.01
2013-01-16,6.60,12.74,19.60,73.58,0.00,231.62,977.00,1.45,8.60,NNW,6.39
2013-01-17,9.00,11.75,14.60,77.58,0.00,209.29,909.00,1.57,8.90,NNW,18.24
2013-01-18,9.20,11.76,16.60,66.38,0.00,0.00,0.00,0.00,0.00,E,17.86
2013-01-19,9.80,12.59,17.50,72.79,0.00,0.00,0.00,0.00,0.00,E,14.21
2013-01-20,10.60,12.92,17.60,72.83,0.00,0.00,0.00,0.00,0.00,E,12.76
2013-01-21,8.20,12.70,18.30,71.92,0.00,0.00,0.00,0.00,0.00,E,8.61
2013-01-22,8.20,12.79,18.10,69.75,0.00,0.00,0.00,0.00,0.00,E,8.99
2013-01-23,10.10,13.09,17.90,68.04,0.00,0.00,0.00,0.00,0.00,E,9.57
2013-01-24,8.60,12.40,18.40,73.67,0.01,0.00,0.00,0.00,0.00,E,13.04
2013-01-25,7.50,11.14,15.70,75.88,0.49,0.00,0.00,0.00,0.00,E,10.48
2013-01-26,8.80,12.75,17.50,70.54,0.00,0.00,0.00,0.00,0.00,E,10.81
2013-01-27,7.90,14.05,21.00,64.58,0.00,0.00,0.00,0.00,0.00,E,10.12
2013-01-28,8.40,13.81,21.10,61.54,0.00,0.00,0.00,0.00,0.00,E,6.27
2013-01-29,6.80,12.85,18.80,70.88,0.00,0.00,0.00,0.00,0.00,SW,3.92
2013-01-30,8.00,13.05,18.80,78.38,0.00,0.00,0.00,0.00,0.00,E,4.99
2013-01-31,10.40,13.55,16.70,73.00,0.00,0.00,0.00,0.00,0.00,E,19.84
2013-02-01,11.30,14.07,18.00,70.50,0.00,0.00,0.00,0.00,0.00,E,16.44
2013-02-02,11.50,14.27,19.10,72.04,0.01,0.00,0.00,0.00,0.00,E,11.23
2013-02-03,10.70,12.40,15.70,77.71,0.05,0.00,0.00,0.00,0.00,ESE,10.06
2013-02-04,10.10,13.53,19.30,78.00,0.00,0.00,0.00,0.00,0.00,E,5.76
2013-02-05,8.70,13.29,18.70,81.04,0.00,0.00,0.00,0.00,0.00,E,3.56
2013-02-06,7.90,13.67,21.40,69.83,0.00,0.00,0.00,0.00,0.00,E,5.73
2013-02-07,8.00,13.25,19.10,72.04,0.00,0.00,0.00,0.00,0.00,SW,6.09
2013-02-08,6.70,13.69,21.20,52.25,0.00,0.00,0.00,0.00,0.00,E,8.76
2013-02-09,8.30,15.14,20.30,36.33,0.00,0.00,0.00,0.00,0.00,E,15.32
2013-02-10,6.50,12.93,20.10,52.67,0.00,0.00,0.00,0.00,0.00,E,5.97
2013-02-11,5.70,12.89,19.40,58.54,0.00,0.00,0.00,0.00,0.00,E,5.09
2013-02-12,6.60,12.35,19.00,69.12,0.00,0.00,0.00,0.00,0.00,E,4.74
2013-02-13,7.40,12.26,18.30,79.88,0.00,0.00,0.00,0.00,0.00,E,4.01
2013-02-14,9.80,12.51,15.40,86.29,0.00,0.00,0.00,0.00,0.00,SW,4.27
2013-02-15,8.20,13.08,18.10,72.88,0.00,0.00,0.00,0.00,0.00,ESE,4.42
2013-02-16,10.30,12.62,15.30,74.21,0.01,0.00,0.00,0.00,0.00,E,14.97
2013-02-17,8.20,12.17,17.00,65.75,0.00,0.00,0.00,0.00,0.00,E,14.48
2013-02-18,7.40,13.01,19.20,66.62,0.00,0.00,0.00,0.00,0.00,SW,5.45
2013-02-19,7.40,14.32,22.10,50.58,0.00,0.00,0.00,0.00,0.00,ESE,9.98
2013-02-20,10.60,14.71,19.50,64.08,0.00,0.00,0.00,0.00,0.00,E,15.21
2013-02-21,7.90,13.70,19.50,70.25,0.00,0.00,0.00,0.00,0.00,E,5.49
2013-02-22,8.10,13.68,18.80,76.33,0.00,0.00,0.00,0.00,0.00,NNE,3.77
2013-02-23,6.90,13.01,18.90,57.75,0.00,0.00,0.00,0.00,0.00,ESE,5.02
2013-02-24,6.40,12.77,19.50,63.29,0.00,0.00,0.00,0.00,0.00,SW,5.22
2013-02-25,7.40,12.82,18.60,68.92,0.00,0.00,0.00,0.00,0.00,ENE,4.85
2013-02-26,10.10,15.59,21.60,65.83,0.00,0.00,0.00,0.00,0.00,E,7.30
2013-02-27,9.20,14.48,20.70,71.50,0.00,0.00,0.00,0.00,0.00,E,5.36
2013-02-28,8.10,13.70,19.60,65.00,0.00,0.00,0.00,0.00,0.00,E,9.12
2013-03-01,8.20,13.43,19.60,62.26,0.00,0.00,0.00,0.00,0.00,E,7.55
2013-03-02,7.70,10.52,14.90,73.62,0.76,0.00,0.00,0.00,0.00,E,13.64
2013-03-03,6.60,12.20,17.40,20.67,0.00,0.00,0.00,0.00,0.00,E,13.68
2013-03-04,7.00,12.96,19.80,39.75,0.00,0.00,0.00,0.00,0.00,E,6.07
2013-03-05,9.60,14.50,22.20,52.33,0.00,0.00,0.00,0.00,0.00,ENE,4.71
2013-03-06,10.50,14.04,18.40,43.79,1.26,0.00,0.00,0.00,0.00,E,10.60
