"Autoridad Para el Manejo Sustentable de la Cuenca del Lago Atitlan y su Entorno (AMSCLAE)"
"Departamento de Investigacion y Calidad Ambiental (DICA)"
"Estacion Climatica de"
"Santa Lucia Utatlan"
2013
"  "
Mes,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2013-01-01,9.60,13.38,19.30,79.46,0.00,193.58,954.00,1.38,7.90,SSW,1.25
2013-01-02,8.00,12.45,19.70,82.54,0.00,211.96,935.00,1.45,7.80,SSW,1.89
2013-01-03,7.80,12.69,19.40,69.17,0.00,210.08,842.00,1.44,7.40,SSW,2.08
2013-01-04,8.80,13.05,19.20,72.67,0.00,142.46,1100.00,1.06,8.20,ENE,5.05
2013-01-05,8.90,12.84,18.40,74.79,0.00,171.21,1049.00,1.24,7.80,E,5.14
2013-01-06,8.50,13.44,18.30,76.25,0.00,179.75,1111.00,1.24,8.20,E,5.30
2013-01-07,11.80,13.58,16.80,78.38,0.00,181.58,1018.00,1.26,8.20,E,6.33
2013-01-08,10.00,12.82,17.40,83.67,0.00,143.75,1204.00,1.05,9.20,E,4.57
2013-01-09,8.80,13.39,19.80,83.58,0.00,216.96,1002.00,1.52,8.20,E,2.39
2013-01-10,8.30,13.28,19.70,75.92,0.00,180.17,1007.00,1.25,8.20,E,4.62
2013-01-11,9.10,13.27,20.10,73.42,0.00,190.58,1092.00,1.29,8.10,ENE,4.32
2013-01-12,9.60,13.64,20.60,77.12,0.00,220.08,974.00,1.55,8.50,S,2.28
2013-01-13,7.60,12.51,19.40,78.42,0.00,191.83,1055.00,1.35,8.50,S,1.92
2013-01-14,7.30,12.07,19.50,67.62,0.00,221.00,872.00,1.53,7.80,SSW,2.00
2013-01-15,5.70,11.13,18.40,72.96,0.00,215.12,863.00,1.58,8.20,E,2.87
2013-01-16,6.70,12.25,19.40,78.79,0.00,221.42,956.00,1.59,8.60,E,3.46
2013-01-17,9.50,12.22,16.10,72.83,0.00,192.46,933.00,1.55,8.60,N,5.78
2013-01-18,7.60,11.16,16.30,69.75,0.00,196.96,1099.00,1.45,9.60,E,5.33
2013-01-19,8.00,11.18,16.20,79.71,0.00,171.50,1137.00,1.36,9.20,E,4.63
2013-01-20,8.60,11.58,16.30,79.38,0.00,219.96,928.00,1.48,8.10,ENE,5.64
2013-01-21,6.60,11.01,18.00,81.46,0.00,147.88,963.00,1.11,8.00,E,3.50
2013-01-22,6.10,11.10,18.60,78.75,0.00,189.04,1044.00,1.34,7.40,SSW,1.82
2013-01-23,7.00,11.39,17.80,76.04,0.00,172.17,1042.00,1.25,8.60,SSW,1.86
2013-01-24,7.20,11.12,17.50,79.08,0.04,104.33,1065.00,0.81,8.50,ENE,4.60
2013-01-25,6.90,9.80,14.70,86.42,0.43,115.62,1141.00,0.77,8.90,E,4.63
2013-01-26,6.20,11.05,17.60,79.92,0.00,142.04,1113.00,1.14,9.40,E,2.81
2013-01-27,7.60,12.52,20.00,74.21,0.00,205.08,1165.00,1.61,10.60,SSW,1.78
2013-01-28,8.50,13.12,20.80,69.79,0.00,246.75,956.00,1.88,9.30,SSW,1.74
2013-01-29,7.60,12.68,19.70,77.42,0.00,199.17,983.00,1.58,9.30,ENE,2.08
2013-01-30,9.30,13.02,18.80,83.46,0.00,170.83,1102.00,1.26,8.70,E,3.48
2013-01-31,9.10,13.01,17.90,72.71,0.00,255.67,1030.00,1.84,10.00,SSW,1.96
2013-02-01,7.80,13.23,18.40,72.00,0.00,259.58,926.00,1.87,9.10,E,5.81
2013-02-02,10.00,13.68,18.00,75.21,0.00,186.71,1202.00,1.45,10.80,E,5.99
2013-02-03,9.60,12.09,16.10,79.46,0.00,247.75,1197.00,1.69,10.70,ENE,5.55
2013-02-04,8.50,13.36,20.80,82.21,0.00,257.92,1132.00,1.88,9.60,E,3.16
2013-02-05,9.10,13.58,19.90,83.38,0.00,258.50,1005.00,1.82,9.20,E,3.14
2013-02-06,8.40,13.41,20.00,74.29,0.00,259.88,930.00,1.82,9.00,E,3.11
2013-02-07,8.00,13.36,19.30,78.08,0.00,253.67,923.00,1.75,8.60,E,2.98
2013-02-08,7.10,13.60,20.40,57.83,0.00,262.00,932.00,1.78,8.90,E,6.88
2013-02-09,8.80,14.40,20.20,41.17,0.00,265.46,937.00,1.85,9.10,E,6.48
2013-02-10,6.90,12.96,20.90,63.25,0.00,262.08,946.00,1.85,9.10,E,4.02
2013-02-11,6.10,13.18,20.70,67.50,0.00,243.83,926.00,1.74,8.80,SSW,1.87
2013-02-12,7.00,12.73,20.70,75.79,0.00,264.08,923.00,1.84,9.00,ENE,3.70
2013-02-13,7.40,12.54,19.70,84.21,0.00,208.25,1083.00,1.73,13.30,ENE,1.51
2013-02-14,9.70,12.09,17.00,90.96,0.00,104.88,1146.00,1.06,9.90,ENE,2.04
2013-02-15,8.80,12.82,19.10,78.50,0.00,170.92,1348.00,1.55,12.90,E,3.12
2013-02-16,8.50,11.95,16.00,77.00,0.00,113.58,1262.00,1.27,11.30,NNW,6.01
2013-02-17,7.20,11.64,17.20,70.71,0.00,263.29,956.00,2.10,10.00,E,5.57
2013-02-18,8.20,13.56,21.60,74.83,0.00,237.92,963.00,1.92,12.90,ENE,1.70
2013-02-19,7.30,14.28,21.40,56.08,0.00,272.83,951.00,2.03,9.40,E,7.20
2013-02-20,9.90,14.01,18.80,66.71,0.00,265.42,1023.00,2.05,12.00,E,5.71
2013-02-21,7.80,13.63,20.90,77.79,0.00,230.00,1060.00,1.92,11.90,E,3.43
2013-02-22,8.90,13.79,20.30,79.00,0.00,249.29,1107.00,1.97,10.70,E,3.13
2013-02-23,6.70,13.17,21.40,63.79,0.00,250.29,1160.00,1.92,11.20,W,3.96
2013-02-24,6.80,13.12,21.90,66.50,0.00,269.25,933.00,1.98,9.50,SSW,1.96
2013-02-25,7.70,13.19,21.00,68.46,0.00,245.12,974.00,1.87,9.60,W,3.24
2013-02-26,9.90,15.21,22.60,69.62,0.00,262.04,923.00,1.88,9.10,E,3.28
2013-02-27,9.10,14.51,22.10,76.50,0.00,233.88,912.00,1.73,8.90,SSW,2.02
2013-02-28,8.40,13.22,19.10,66.75,0.00,170.25,1139.00,1.35,11.10,E,5.52
2013-03-01,8.60,13.14,19.80,67.91,0.00,192.26,933.00,1.39,8.60,E,2.72
2013-03-02,7.70,10.05,16.20,79.92,2.28,72.12,905.00,0.55,7.30,S,2.22
2013-03-03,6.80,10.78,17.40,35.38,0.00,238.12,1111.00,2.00,11.40,SSW,1.60
2013-03-04,7.10,12.73,21.10,42.92,0.00,259.04,1021.00,2.00,10.40,SSW,1.79
2013-03-05,9.30,14.53,21.90,55.67,0.00,176.21,1046.00,1.63,11.00,SSW,1.83
2013-03-06,9.90,12.92,18.10,57.62,2.29,71.88,480.00,0.61,4.00,SSW,1.62
2013-03-07,8.50,14.12,21.10,70.79,0.00,276.79,1097.00,2.35,12.00,SSW,1.62
2013-03-08,10.20,15.55,23.90,50.50,0.00,285.33,981.00,2.38,11.10,E,3.22
2013-03-09,9.00,14.48,21.90,49.00,0.00,266.88,967.00,2.08,10.40,SSW,1.64
2013-03-10,10.30,14.52,21.60,69.13,0.00,283.13,970.00,2.12,10.20,W,4.19
