"Autoridad Para el Manejo Sustentable de la Cuenca del Lago Atitlan y su Entorno (AMSCLAE)"
"Departamento de Investigacion y Calidad Ambiental (DICA)"
"Estacion Climatica de"
Panajachel
2015
"  "
Mes,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2015-01-01,16.40,20.68,26.50,59.91,0.00,213.96,896.00,6.07,16.00,NNE,17.57
2015-01-02,13.10,18.94,27.80,64.67,0.00,214.71,891.00,5.70,16.00,NE,5.51
2015-01-03,13.80,18.69,26.10,71.88,0.00,209.25,872.00,5.67,16.00,NNE,8.22
2015-01-04,15.50,20.42,26.90,63.79,0.00,184.00,979.00,6.04,16.00,E,5.61
2015-01-05,16.20,19.72,24.90,60.50,0.00,213.21,782.00,5.99,16.00,NE,28.75
2015-01-06,16.80,19.07,23.10,63.88,0.00,204.08,997.00,6.29,16.00,NNE,24.93
2015-01-07,15.70,18.89,24.60,61.00,0.00,218.08,793.00,6.33,16.00,NE,24.30
2015-01-08,15.40,18.94,23.90,59.29,0.00,215.33,810.00,6.32,16.00,NNE,26.44
2015-01-09,15.20,19.50,26.20,48.50,0.00,211.58,831.00,6.12,16.00,NNE,21.45
2015-01-10,15.10,19.16,24.70,58.00,0.00,200.58,958.00,6.23,16.00,NNE,19.02
2015-01-11,13.60,18.86,24.60,68.58,0.00,212.29,775.00,5.93,16.00,NE,6.19
2015-01-12,15.00,19.52,25.20,67.88,0.00,216.46,784.00,5.60,16.00,N,9.66
2015-01-13,15.70,20.50,26.60,63.79,0.00,176.17,877.00,5.48,16.00,NNE,17.49
2015-01-14,16.50,20.35,25.70,65.38,0.00,185.12,977.00,5.29,16.00,N,13.57
2015-01-15,14.90,19.62,26.10,70.33,0.00,134.83,1016.00,5.33,16.00,N,6.69
2015-01-16,17.30,20.49,25.80,64.33,0.00,199.12,817.00,5.71,16.00,NNE,18.02
2015-01-17,16.00,19.81,26.10,70.92,0.00,208.71,991.00,5.90,16.00,S,9.88
2015-01-18,12.40,18.14,25.40,57.00,0.00,212.62,807.00,5.95,16.00,ENE,9.18
2015-01-19,12.20,18.00,23.40,70.67,0.00,212.00,896.00,5.69,16.00,S,10.29
2015-01-20,13.10,17.40,23.00,77.17,0.00,203.58,796.00,5.49,16.00,NNE,9.25
2015-01-21,13.80,17.46,22.70,78.54,0.00,181.33,795.00,5.27,16.00,NNE,6.76
2015-01-22,13.00,17.18,22.60,79.25,0.00,164.88,902.00,6.03,16.00,NNE,7.68
2015-01-23,13.40,17.00,22.40,81.50,0.00,169.55,881.00,5.41,16.00,S,7.56
2015-01-24,14.10,19.34,24.60,64.54,0.00,216.50,837.00,5.84,16.00,NNE,22.12
2015-01-25,15.20,18.80,23.90,69.29,0.00,204.29,849.00,5.84,16.00,SSW,11.49
2015-01-26,15.40,19.53,26.90,60.33,0.00,220.83,809.00,5.85,16.00,NNE,15.78
2015-01-27,12.40,18.30,24.80,60.71,0.00,217.42,812.00,5.65,16.00,NNE,13.06
2015-01-28,10.40,18.02,26.70,42.79,0.00,224.62,826.00,5.75,16.00,NNE,12.40
2015-01-29,12.40,16.77,24.90,55.58,0.00,223.54,819.00,5.83,16.00,NE,21.80
2015-01-30,13.10,17.52,23.90,54.46,0.00,224.38,826.00,5.96,16.00,NE,21.81
2015-01-31,13.20,17.96,24.90,67.29,0.00,223.67,823.00,5.80,16.00,SSE,11.68
2015-02-01,12.10,17.56,24.80,74.00,0.00,209.12,814.00,5.57,16.00,NNE,8.44
