Día,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2018-01-01,10.70,14.05,20.60,72.12,0.00,141.25,902.00,0.95,6.70,ESE,17.70
2018-01-02,10.30,12.59,18.10,83.46,0.00,143.04,1011.00,0.92,7.20,ESE,19.47
2018-01-03,9.30,12.58,19.60,82.79,0.00,184.88,942.00,1.19,7.00,ESE,15.36
2018-01-04,8.90,11.63,18.30,80.33,0.00,192.08,846.00,1.20,6.60,ESE,22.88
2018-01-05,7.10,12.12,19.40,82.50,0.00,179.67,921.00,1.08,6.50,ESE,13.34
2018-01-06,7.00,11.75,18.70,71.54,0.00,205.42,858.00,1.24,6.60,ESE,20.60
2018-01-07,6.30,11.28,19.70,73.25,0.00,205.83,861.00,1.24,6.50,SE,15.42
2018-01-08,5.10,13.39,19.70,64.04,0.00,208.75,868.00,1.26,6.60,ESE,5.29
2018-01-09,7.30,12.50,19.40,77.38,0.00,193.92,837.00,1.06,5.80,SSE,8.27
2018-01-10,6.20,12.24,18.40,84.88,0.00,196.04,860.00,1.10,5.90,SSW,7.31
2018-01-11,8.70,12.47,18.10,77.08,0.00,200.92,863.00,1.19,6.40,SSW,5.92
2018-01-12,9.20,12.93,19.10,70.25,0.00,203.25,872.00,1.24,6.50,ESE,25.73
2018-01-13,5.90,10.98,18.00,79.62,0.00,202.21,856.00,1.26,6.60,ESE,25.39
2018-01-14,4.90,9.35,18.30,75.04,0.00,202.33,865.00,1.27,6.70,ESE,23.32
2018-01-15,4.10,10.63,19.70,70.33,0.00,201.58,846.00,1.21,6.50,SE,15.30
2018-01-16,5.30,11.60,19.70,80.88,0.00,112.04,817.00,0.75,6.50,ESE,10.93
2018-01-17,7.10,10.59,16.80,82.83,0.00,162.46,1005.00,1.20,7.70,ESE,19.03
2018-01-18,7.20,10.26,15.60,78.96,0.00,180.33,958.00,1.31,7.70,SE,23.48
2018-01-19,8.80,12.05,18.90,82.58,0.00,188.71,1020.00,1.33,8.20,ESE,12.86
2018-01-20,7.80,13.20,20.60,83.88,0.00,163.08,1056.00,1.05,7.60,ESE,9.66
2018-01-21,11.20,14.72,21.60,83.29,0.00,151.33,1113.00,1.00,7.90,SSW,8.40
2018-01-22,10.20,14.67,21.10,83.75,0.00,209.21,865.00,1.33,7.00,SW,10.75
2018-01-23,10.30,13.44,18.90,80.46,0.00,123.83,1109.00,0.92,8.00,SE,17.10
2018-01-24,10.80,13.21,18.50,82.00,0.00,203.58,1160.00,1.40,9.20,SE,23.60
2018-01-25,9.70,12.38,16.70,84.62,0.00,97.38,1285.00,0.79,8.90,ESE,21.61
2018-01-26,10.40,12.88,17.70,83.83,0.00,132.38,1111.00,1.05,8.40,SE,23.87
2018-01-27,10.80,13.58,20.70,82.25,0.00,129.83,1100.00,0.93,7.70,E,18.10
2018-01-28,8.80,14.06,21.40,77.96,0.00,201.29,993.00,1.46,7.90,ESE,15.65
2018-01-29,11.40,13.25,17.10,86.33,0.00,95.38,1150.00,0.76,8.60,SE,27.83
2018-01-30,9.70,12.07,15.80,85.08,0.00,192.75,1204.00,1.41,9.70,ESE,39.95
2018-01-31,9.40,12.58,18.10,81.83,0.00,206.33,958.00,1.55,8.30,E,24.52
2018-02-01,8.40,14.59,21.90,79.00,0.00,214.65,958.00,1.34,7.00,ESE,10.26
2018-02-02,10.90,14.81,21.30,72.38,0.20,216.12,928.00,1.49,7.90,ESE,23.11
2018-02-03,11.00,13.92,19.50,83.79,0.80,185.62,1074.00,1.39,9.10,ESE,27.57
2018-02-04,8.30,14.07,20.60,77.71,0.00,210.54,896.00,1.50,7.80,SSE,10.94
2018-02-05,6.20,14.64,22.30,78.81,0.20,155.15,905.00,1.20,7.80,W,4.40
2018-02-06,9.90,14.36,21.30,72.04,0.00,219.92,925.00,1.60,8.30,ESE,14.83
2018-02-07,6.60,13.68,22.20,76.21,0.00,219.54,925.00,1.56,8.20,SE,8.02
2018-02-08,10.80,14.34,20.50,78.29,0.00,192.79,1132.00,1.43,9.10,ESE,15.87
2018-02-09,9.50,13.89,21.10,74.42,0.00,223.29,954.00,1.65,8.50,ESE,14.50
2018-02-10,7.10,12.87,19.70,82.54,0.00,179.12,1139.00,1.23,8.50,ESE,5.93
2018-02-11,10.00,13.52,18.80,91.00,0.00,154.62,1072.00,1.10,8.30,SSW,8.68
2018-02-12,11.10,14.89,20.70,76.67,0.00,198.62,1137.00,1.42,9.30,ESE,14.03
2018-02-13,10.80,13.66,18.30,82.29,0.40,175.58,1197.00,1.26,10.50,ESE,24.12
2018-02-14,9.20,11.96,16.80,82.08,0.40,139.46,1181.00,0.97,9.20,ESE,24.12
2018-02-15,8.80,12.97,19.70,73.21,0.00,239.50,1104.00,1.71,9.40,SE,27.52
2018-02-16,9.40,13.65,20.80,67.04,0.00,242.71,947.00,1.78,8.80,ESE,19.76
2018-02-17,8.90,12.95,20.30,75.71,0.00,213.83,997.00,1.58,8.80,NNE,11.53
2018-02-18,8.30,13.47,20.30,78.33,0.00,144.75,1179.00,1.17,10.20,NE,5.03
2018-02-19,8.20,12.64,19.40,85.17,0.00,207.58,1058.00,1.46,9.30,SW,15.30
2018-02-20,9.80,13.71,19.00,87.62,0.00,188.21,1130.00,1.30,8.40,S,5.39
2018-02-21,9.40,13.70,18.50,87.25,0.00,161.08,1143.00,1.21,9.10,NE,4.34
2018-02-22,8.60,13.79,20.20,82.21,0.00,204.25,1067.00,1.40,8.90,SW,11.94
2018-02-23,8.30,14.09,21.30,67.25,0.00,250.17,1044.00,1.78,9.20,NNE,18.50
