Día,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2013-01-01,15.80,19.86,25.70,71.08,0.00,203.88,830.00,1.88,9.10,NNW,2.78
2013-01-02,14.10,18.80,25.20,75.88,0.00,213.42,918.00,1.82,8.60,N,2.23
2013-01-03,12.30,19.40,27.30,69.42,0.00,218.17,796.00,1.91,8.80,NNE,1.00
2013-01-04,14.40,19.57,25.70,65.38,0.00,153.62,1062.00,1.67,10.10,NNE,4.01
2013-01-05,14.60,20.17,26.60,63.25,0.00,203.67,956.00,1.88,9.50,NW,3.84
2013-01-06,14.90,20.90,27.30,62.88,0.00,223.83,898.00,1.95,9.20,ENE,3.35
2013-01-07,18.50,20.78,25.40,63.96,0.00,217.83,951.00,2.00,9.70,NNW,4.88
2013-01-08,15.40,19.99,26.60,69.71,0.00,133.83,1053.00,1.51,10.10,N,3.12
2013-01-09,14.80,19.82,26.30,74.00,0.00,217.67,824.00,1.95,9.00,N,2.67
2013-01-10,14.50,20.15,27.00,72.08,0.00,218.12,954.00,1.91,9.30,N,1.50
2013-01-11,14.60,20.55,27.60,68.62,0.09,233.12,888.00,1.98,9.40,SSE,2.76
2013-01-12,16.00,19.94,25.90,74.12,0.00,219.58,1051.00,1.92,9.40,NNW,2.36
2013-01-13,13.10,18.60,25.80,73.29,0.00,219.00,821.00,2.00,9.20,SSW,1.47
2013-01-14,12.80,18.38,25.40,69.62,0.00,224.38,819.00,2.02,9.20,SSW,1.70
2013-01-15,11.60,17.73,25.40,71.12,0.00,217.79,828.00,2.08,9.90,NNW,1.78
2013-01-16,12.00,18.26,25.70,72.46,0.01,208.71,907.00,1.99,9.80,N,3.04
2013-01-17,14.90,18.88,23.30,61.79,0.00,226.46,902.00,2.36,11.20,ENE,6.80
2013-01-18,14.10,17.38,22.90,57.29,0.00,221.46,956.00,2.25,11.00,N,7.10
2013-01-19,15.30,18.85,25.20,61.25,0.00,175.96,1063.00,2.04,11.50,N,5.28
2013-01-20,13.40,18.88,25.40,64.21,0.00,195.17,979.00,1.98,10.90,NNW,4.47
2013-01-21,12.60,18.56,26.30,68.79,0.00,224.29,970.00,2.05,10.50,ENE,1.42
2013-01-22,11.30,18.05,24.90,70.42,0.18,217.08,960.00,2.03,9.80,NNW,3.90
2013-01-23,15.90,19.77,26.10,60.25,0.00,184.12,969.00,1.89,10.50,ENE,4.74
2013-01-24,15.40,19.17,24.70,61.25,0.01,198.08,967.00,2.15,10.90,ENE,5.54
2013-01-25,12.10,17.37,22.70,67.62,0.12,122.08,1100.00,1.32,10.60,NNW,3.30
2013-01-26,12.00,18.75,26.30,66.38,0.00,229.29,1116.00,2.09,11.30,NNW,2.80
2013-01-27,12.90,19.54,27.70,69.50,0.00,245.12,949.00,2.35,11.10,NNE,2.53
2013-01-28,14.00,19.44,26.50,68.67,0.00,231.50,1034.00,2.17,10.30,ENE,2.14
2013-01-29,12.80,18.67,25.80,73.25,0.00,229.17,863.00,2.15,10.10,N,2.68
2013-01-30,14.90,19.48,25.90,76.92,0.00,229.54,854.00,1.99,9.40,NE,1.10
2013-01-31,15.20,19.66,23.90,63.54,0.00,245.54,881.00,2.33,10.70,N,5.36
2013-02-01,17.40,20.50,25.30,61.42,0.00,249.96,904.00,2.28,10.40,NNW,5.83
2013-02-02,17.40,20.43,25.80,65.58,0.17,204.67,1171.00,1.98,12.00,NNW,4.25
2013-02-03,16.10,19.75,24.40,62.46,0.01,253.00,1165.00,2.47,12.50,NNW,3.81
2013-02-04,14.70,19.41,25.90,75.33,0.00,226.58,995.00,2.28,11.40,SW,1.24
2013-02-05,15.00,19.21,25.30,78.50,0.00,208.96,1034.00,2.03,10.40,N,1.80
2013-02-06,14.10,19.15,25.90,75.58,0.00,246.12,896.00,2.17,10.00,N,1.80
2013-02-07,13.30,18.78,25.70,76.62,0.00,223.12,877.00,2.08,9.90,SSW,1.50
2013-02-08,13.40,19.65,28.20,66.75,0.00,250.25,904.00,2.30,10.60,N,2.60
2013-02-09,15.90,21.12,28.70,47.58,0.00,255.62,919.00,2.41,10.70,NNW,4.00
2013-02-10,13.10,18.65,25.80,67.17,0.00,249.96,902.00,2.29,10.50,NNW,3.22
2013-02-11,13.20,18.53,26.20,69.50,0.00,237.50,891.00,2.13,10.00,N,2.61
2013-02-12,13.80,18.64,25.70,75.67,0.00,211.12,1016.00,2.05,10.00,SSW,2.04
2013-02-13,14.40,18.35,23.70,77.17,0.00,190.46,1074.00,1.92,10.80,N,2.36
2013-02-14,15.70,18.50,23.70,79.54,0.00,158.92,1000.00,1.83,11.50,SSW,1.79
2013-02-15,15.00,18.70,24.40,76.00,0.00,151.92,1097.00,1.67,11.10,NNE,1.70
2013-02-16,13.30,18.84,23.60,66.04,0.00,212.21,1127.00,2.31,14.20,E,5.00
2013-02-17,14.20,18.53,24.30,54.88,0.00,260.92,925.00,2.53,11.70,E,6.38
2013-02-18,13.10,19.06,26.90,61.33,0.00,254.17,909.00,2.28,10.60,N,2.30
2013-02-19,13.70,19.62,26.80,69.21,0.00,257.58,923.00,2.29,10.60,NNW,3.04
2013-02-20,15.30,21.04,28.10,58.17,0.00,260.29,1093.00,2.52,12.40,NNW,2.83
2013-02-21,14.70,19.93,26.90,73.38,0.00,228.79,919.00,2.14,10.50,NNE,2.66
2013-02-22,15.20,19.43,25.80,78.58,0.00,219.67,995.00,2.07,10.60,SSW,2.01
2013-02-23,14.00,19.39,27.10,72.67,0.00,263.96,1092.00,2.40,12.50,SSW,1.40
2013-02-24,13.70,19.18,25.90,71.92,0.00,250.62,939.00,2.38,11.30,SSW,1.57
2013-02-25,13.30,18.55,24.50,75.46,0.00,209.38,1023.00,2.12,11.10,N,2.15
2013-02-26,13.90,19.14,26.30,76.08,0.00,248.00,1053.00,2.20,10.20,ESE,1.10
2013-02-27,15.60,19.80,26.90,77.58,0.00,195.00,932.00,1.90,10.20,NNE,2.22
2013-02-28,15.40,20.25,25.90,63.62,0.00,225.29,1151.00,2.33,12.40,E,5.50
2013-03-01,11.60,18.99,25.90,69.09,0.00,203.30,976.00,1.88,9.60,SSW,1.33
2013-03-02,12.50,16.33,21.40,64.83,2.79,142.79,1129.00,1.46,11.10,ENE,6.40
2013-03-03,11.80,17.27,24.20,28.17,5.32,236.42,1155.00,2.45,12.90,E,6.21
2013-03-04,12.30,18.62,26.80,38.08,0.00,261.08,1039.00,2.02,10.70,E,3.27
2013-03-05,14.30,18.94,26.70,61.75,0.00,162.75,1310.00,1.67,11.60,N,2.46
2013-03-06,15.30,18.89,23.70,48.12,1.27,93.12,784.00,1.05,9.20,ENE,6.03
2013-03-07,17.00,20.88,28.30,61.38,0.00,263.33,1005.00,2.55,12.30,NNW,6.27
2013-03-08,12.90,19.68,27.70,61.46,0.00,262.50,956.00,2.32,11.20,N,1.91
2013-03-09,13.60,19.18,27.20,62.54,0.00,250.00,946.00,2.21,10.40,N,2.40
2013-03-10,13.80,19.37,26.10,70.17,0.00,277.87,947.00,2.34,10.70,SSW,1.60
2013-03-11,13.90,19.41,26.90,71.88,0.00,238.79,896.00,1.92,8.90,N,1.93
2013-03-12,17.00,21.65,28.10,63.92,0.00,275.04,1005.00,2.42,11.50,N,4.70
2013-03-13,17.60,21.12,26.70,57.25,3.30,271.33,1158.00,2.71,13.60,NNW,5.48
2013-03-14,15.40,18.62,23.90,59.83,0.00,273.21,1197.00,2.85,14.30,ENE,9.04
2013-03-15,14.60,18.84,26.90,56.96,0.25,280.12,1160.00,2.82,14.40,NNE,4.66
2013-03-16,13.90,19.08,26.80,70.08,0.76,244.67,1169.00,2.62,13.90,S,0.91
2013-03-17,14.60,19.66,26.90,77.50,0.00,267.00,970.00,2.80,13.00,NNE,1.78
2013-03-18,14.50,19.59,26.70,75.71,0.00,242.04,962.00,2.60,12.80,SSW,0.96
2013-03-19,15.30,20.53,27.70,70.79,0.00,250.29,962.00,2.52,12.60,NNE,2.00
2013-03-20,17.10,20.42,26.70,79.88,3.04,198.75,1172.00,2.00,11.70,N,1.88
2013-03-21,14.70,19.47,27.20,79.92,1.01,215.71,1088.00,2.15,12.10,NNW,1.40
2013-03-22,15.10,19.65,26.90,80.25,0.00,214.46,1072.00,2.23,12.30,SSW,1.62
2013-03-23,14.80,19.48,26.10,80.50,0.00,198.17,1167.00,2.00,12.40,SSW,1.60
2013-03-24,15.40,20.50,26.70,80.21,0.00,249.29,1065.00,2.40,12.00,SSW,1.07
2013-03-25,15.80,20.88,25.90,80.00,0.00,232.25,997.00,2.17,11.50,SSW,1.28
2013-03-26,18.80,21.34,25.40,63.00,0.00,241.38,1269.00,2.77,15.50,ENE,6.48
2013-03-27,17.90,20.46,25.80,59.92,0.00,278.83,1172.00,3.02,15.70,E,6.42
2013-03-28,16.60,21.24,28.40,57.54,0.00,260.96,1074.00,2.84,13.60,SSW,2.16
2013-03-29,16.10,21.11,29.20,52.38,0.00,296.46,1021.00,2.95,13.80,NNW,5.04
2013-03-30,11.40,19.75,27.70,55.92,0.00,295.54,1020.00,2.62,12.90,NW,1.10
2013-03-31,12.80,19.87,27.70,53.92,0.00,288.79,1005.00,2.61,12.40,NNW,2.35
2013-04-01,13.30,19.92,28.10,62.67,0.00,286.25,997.00,2.63,12.20,NNE,2.00
2013-04-02,14.90,19.84,27.90,68.08,0.00,221.33,976.00,2.12,12.00,N,2.07
2013-04-03,16.30,20.57,26.70,76.42,0.00,276.04,979.00,2.51,11.80,SSW,1.25
2013-04-04,15.60,20.05,26.90,76.88,0.00,206.54,983.00,1.80,10.10,NE,1.31
2013-04-05,16.60,22.42,29.10,60.83,0.00,292.38,979.00,2.76,12.10,N,5.05
2013-04-06,15.80,21.51,28.40,67.79,0.00,273.33,967.00,2.48,11.40,N,3.92
2013-04-07,17.90,20.58,26.30,79.04,0.00,182.46,1037.00,1.81,11.40,NE,1.32
2013-04-08,16.60,20.38,26.90,80.46,0.00,189.04,1060.00,1.81,11.00,SSW,1.58
2013-04-09,16.90,20.45,24.70,81.21,0.00,207.54,1048.00,2.09,12.10,SSW,2.30
2013-04-10,16.20,19.90,26.00,83.42,0.00,143.33,1095.00,1.34,11.10,S,1.76
2013-04-11,17.70,20.92,27.80,80.71,0.00,206.58,1146.00,1.93,11.30,SSW,1.82
2013-04-12,15.80,20.08,25.90,81.33,0.00,205.04,969.00,1.88,10.80,S,1.50
2013-04-13,16.70,20.55,27.90,79.62,0.00,177.25,944.00,1.55,10.00,S,2.40
2013-04-14,15.20,20.65,27.60,75.25,0.00,244.50,965.00,2.19,10.80,S,1.68
2013-04-15,15.90,20.21,25.10,79.46,0.00,191.50,902.00,1.55,7.90,N,1.42
2013-04-16,16.40,20.51,26.30,77.83,0.00,230.96,1004.00,1.86,9.70,N,1.83
2013-04-17,17.20,21.28,27.80,77.00,0.00,181.12,1020.00,1.40,8.50,N,1.99
2013-04-18,16.70,20.96,27.30,79.25,0.00,189.46,990.00,1.52,8.70,NNW,1.32
2013-04-19,16.30,20.71,26.20,81.79,0.00,197.17,1035.00,1.66,9.30,SSW,1.71
2013-04-20,16.90,20.58,26.30,79.83,1.01,170.08,1287.00,1.92,13.70,ENE,4.70
2013-04-21,16.10,20.76,27.20,76.08,0.00,227.79,1053.00,2.15,10.80,S,1.78
2013-04-22,16.60,20.90,26.90,79.54,0.00,253.12,1144.00,2.18,10.80,SSW,2.32
2013-04-23,15.80,20.79,27.70,77.96,0.00,251.58,1085.00,2.21,10.70,SW,1.29
2013-04-24,17.10,20.78,26.90,78.25,0.00,186.96,1107.00,1.76,10.70,SSW,1.55
2013-04-25,16.60,21.86,27.80,65.04,0.00,268.25,1028.00,2.44,11.80,NW,3.58
2013-04-26,17.80,22.31,28.40,62.50,0.00,303.42,1085.00,2.71,13.00,ENE,5.12
2013-04-27,15.20,21.05,27.90,63.96,0.00,268.96,979.00,2.42,11.10,S,1.40
2013-04-28,17.90,20.47,26.10,77.79,0.25,163.96,1025.00,1.41,9.00,SSW,1.49
2013-04-29,17.10,19.94,23.60,85.79,0.50,196.79,1065.00,1.90,11.40,NE,0.89
2013-04-30,16.40,18.53,21.30,91.96,4.79,79.67,610.00,0.93,8.40,SSE,1.19
2013-05-01,15.10,19.54,26.00,84.71,1.50,213.33,1197.00,2.16,12.50,SSW,1.60
2013-05-02,15.90,20.08,26.80,87.42,0.75,187.58,995.00,1.82,11.10,S,1.58
2013-05-03,15.60,20.60,26.80,73.75,0.75,248.62,963.00,2.15,10.30,E,5.07
2013-05-04,16.70,20.99,26.20,74.08,0.75,238.17,1053.00,2.06,10.60,SSE,1.10
2013-05-05,16.70,19.98,25.40,81.04,0.25,145.25,1028.00,1.25,9.50,NNW,1.22
