"Autoridad Para el Manejo Sustentable de la Cuenca del Lago Atitlan y su Entorno (AMSCLAE)"
"Departamento de Investigacion y Calidad Ambiental (DICA)"
"Estacion Climatica de"
"Santa Lucia Utatlan"
2019
"  "
Mes,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2019-06-21,12.70,15.62,18.90,86.80,26.60,179.00,916.00,1.64,9.40,ESE,12.08
2019-06-22,10.80,14.30,20.10,88.08,9.80,191.46,1208.00,2.24,15.50,WSW,9.65
2019-06-23,11.30,14.35,18.90,89.00,19.40,217.42,1280.00,2.57,14.80,SSE,20.65
2019-06-24,10.10,14.17,19.40,80.54,0.00,257.71,1051.00,2.66,12.70,E,12.62
2019-06-25,8.40,14.78,20.80,81.79,2.00,282.25,1136.00,2.92,13.40,E,12.87
2019-06-26,9.80,15.15,20.10,79.17,0.20,265.00,1172.00,2.75,13.70,E,14.82
2019-06-27,11.00,14.40,18.40,74.83,0.60,307.62,1172.00,3.20,14.40,E,20.47
2019-06-28,11.30,14.17,18.40,71.54,0.00,289.71,1076.00,3.05,13.40,E,23.67
2019-06-29,8.40,13.71,19.00,73.92,0.00,256.42,1238.00,2.84,13.60,ESE,18.02
2019-06-30,11.70,13.79,18.90,85.08,7.80,128.25,1020.00,1.50,13.30,E,10.90
2019-07-01,9.50,13.90,18.20,80.96,0.00,190.25,914.00,2.11,9.70,E,14.90
2019-07-02,10.10,17.08,20.10,52.00,0.00,487.40,970.00,4.92,12.50,ENE,12.08
2019-07-03,8.70,14.26,19.60,72.00,0.00,255.08,944.00,2.64,11.80,E,19.83
2019-07-04,8.00,14.68,20.80,59.92,0.00,313.83,991.00,3.06,12.20,SSE,18.34
2019-07-05,7.40,14.28,19.90,57.25,0.00,312.71,995.00,3.00,11.90,SE,21.22
2019-07-06,7.10,14.41,19.90,63.04,0.00,311.92,1072.00,3.02,12.70,ESE,20.58
2019-07-07,11.70,15.81,20.20,75.92,2.00,263.33,1241.00,2.76,14.20,SE,17.50
2019-07-08,10.40,13.92,19.50,82.79,0.80,141.29,1294.00,1.86,14.80,WSW,12.24
2019-07-09,10.30,13.76,19.40,85.71,2.00,180.62,1234.00,2.19,15.70,WSW,13.68
2019-07-10,9.90,14.56,19.90,80.88,0.00,260.58,1132.00,2.87,13.70,E,14.10
2019-07-11,9.60,14.82,20.80,74.04,5.80,282.17,1160.00,3.03,13.70,ESE,18.90
2019-07-12,9.70,13.46,19.10,88.46,45.20,192.67,1325.00,2.15,15.60,WSW,12.41
2019-07-13,10.40,14.14,18.70,88.83,0.00,226.17,1297.00,2.62,14.60,SE,9.64
2019-07-14,8.10,14.31,19.80,80.25,0.00,293.58,1132.00,2.94,13.80,ESE,14.73
2019-07-15,8.60,14.56,20.10,78.42,0.60,260.79,1259.00,2.68,14.40,ESE,12.41
2019-07-16,10.90,13.61,17.90,80.00,0.60,140.33,1267.00,1.92,16.00,ESE,17.24
2019-07-17,11.10,14.49,19.20,80.75,0.00,250.42,1201.00,2.70,15.60,ESE,16.70
2019-07-18,9.30,13.42,17.30,85.38,3.20,131.12,1150.00,1.44,13.00,E,14.10
2019-07-19,8.30,13.95,19.30,74.12,0.00,292.17,1176.00,3.08,14.10,WSW,15.10
2019-07-20,10.30,14.30,18.90,78.21,0.00,197.29,1136.00,2.18,12.50,SE,16.09
2019-07-21,10.90,13.80,19.30,83.96,17.20,158.67,1241.00,1.80,14.30,WSW,12.90
2019-07-22,10.10,13.38,19.20,85.58,14.60,184.38,1013.00,2.12,12.00,W,11.83
2019-07-23,9.10,13.95,19.60,84.04,10.00,289.58,1134.00,3.04,13.60,WSW,12.90
2019-07-24,7.60,13.67,19.80,82.75,0.20,252.71,1093.00,2.80,13.90,WSW,13.68
2019-07-25,9.30,13.95,19.80,81.62,0.20,234.04,1267.00,2.68,14.10,WSW,14.03
2019-07-26,9.40,13.19,18.10,74.71,11.00,256.29,1252.00,2.70,14.40,ESE,17.13
2019-07-27,9.90,13.78,18.90,73.92,0.00,258.54,1245.00,2.65,13.60,E,18.50
2019-07-28,10.90,14.02,18.70,79.04,3.20,234.46,1201.00,2.57,14.30,E,20.26
2019-07-29,10.10,13.65,18.60,71.50,2.60,250.21,1158.00,2.64,13.90,ESE,18.36
2019-07-30,9.00,14.12,19.00,72.46,0.00,288.33,1120.00,3.08,13.20,ESE,17.70
2019-07-31,8.90,14.66,20.10,72.17,0.00,283.46,1285.00,3.07,15.30,ESE,17.71
2019-08-01,8.20,14.80,21.10,74.88,0.00,303.33,1137.00,3.25,14.30,WSW,15.64
2019-08-02,10.30,15.38,21.60,80.75,1.00,234.83,1072.00,2.66,14.00,ESE,8.70
2019-08-03,10.90,14.40,20.90,85.79,22.40,180.42,1218.00,2.30,14.80,WSW,11.26
2019-08-04,9.80,13.78,18.90,87.92,21.60,200.71,1230.00,2.34,14.50,S,17.32
2019-08-05,8.20,14.07,19.70,82.29,0.00,265.25,1178.00,2.84,13.80,WSW,16.09
2019-08-06,10.70,14.78,19.70,82.33,0.80,227.46,1222.00,2.57,15.10,SW,16.50
2019-08-07,10.30,13.66,19.20,83.00,0.00,161.29,1035.00,1.42,11.60,ESE,14.71
2019-08-08,9.90,14.35,19.60,79.08,0.00,223.42,1034.00,2.45,13.20,WSW,11.64
2019-08-09,9.70,14.42,19.70,74.00,0.00,265.83,1075.00,2.82,13.10,WSW,13.90
2019-08-10,8.50,14.05,19.30,69.50,0.00,285.38,969.00,2.85,11.70,E,16.23
2019-08-11,8.10,15.08,20.40,73.83,0.00,297.25,1093.00,2.98,12.80,E,15.57
2019-08-12,11.20,15.45,20.10,78.33,0.00,264.33,1079.00,2.77,13.20,E,14.77
2019-08-13,11.20,14.06,18.00,78.92,0.00,224.58,1233.00,2.55,14.60,E,19.00
2019-08-14,10.40,13.94,18.90,78.29,0.00,235.33,1124.00,2.62,13.90,SSE,15.30
2019-08-15,9.30,14.82,18.90,80.86,24.20,262.69,1241.00,3.11,14.00,S,13.33
2019-08-16,9.10,13.92,19.30,85.71,1.20,254.33,1306.00,2.65,14.60,ESE,12.87
2019-08-17,10.60,13.77,17.80,86.75,2.40,154.25,1382.00,1.60,13.60,E,12.08
2019-08-18,11.30,13.00,16.70,91.58,4.80,97.25,900.00,1.12,11.50,ENE,6.40
2019-08-19,10.00,12.72,17.80,93.38,15.40,86.04,1313.00,1.08,15.20,SSE,15.12
2019-08-20,8.40,12.95,18.60,88.42,7.60,230.21,1357.00,2.40,15.40,WSW,11.55
2019-08-21,9.40,14.08,18.80,86.17,0.00,239.08,1311.00,2.54,15.50,E,12.62
2019-08-22,11.30,14.31,19.90,87.58,1.00,247.17,1169.00,2.80,14.70,E,12.56
2019-08-23,10.70,14.61,20.60,84.88,0.20,287.62,1123.00,2.99,14.10,WSW,12.73
2019-08-24,9.30,14.68,21.70,77.25,2.20,269.25,1151.00,2.85,13.80,ENE,11.68
2019-08-25,9.20,15.04,20.70,70.21,3.60,283.33,1169.00,2.99,13.90,ESE,13.86
2019-08-26,9.10,14.10,19.70,82.29,0.20,209.25,1297.00,2.22,15.70,SW,12.88
2019-08-27,8.00,14.56,20.60,71.38,0.00,279.75,1078.00,2.90,12.60,SE,19.96
2019-08-28,9.80,14.30,19.80,78.62,0.20,226.04,1215.00,2.39,14.10,E,17.47
