"Autoridad Para el Manejo Sustentable de la Cuenca del Lago Atitlan y su Entorno (AMSCLAE)"
"Departamento de Investigacion y Calidad Ambiental (DICA)"
"Estacion Climatica de"
"Finca Santa Victoria"
2016
"  "
Mes,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2016-01-01,10.60,14.42,19.40,81.46,0.76,190.67,1088.00,1.45,8.70,E,21.36
2016-01-02,11.00,14.23,19.90,82.17,0.75,192.33,1078.00,1.53,9.40,E,24.13
2016-01-03,10.90,14.78,20.50,81.88,0.00,191.54,881.00,1.51,8.30,E,16.89
2016-01-04,10.90,14.28,20.70,80.50,0.00,219.92,898.00,1.62,8.30,ESE,19.32
2016-01-05,10.10,13.99,20.10,84.12,0.00,155.54,1056.00,1.18,8.60,ENE,10.05
2016-01-06,8.00,12.88,18.40,91.67,0.25,140.29,1016.00,1.17,8.70,ESE,5.09
2016-01-07,11.30,13.64,18.40,91.12,0.25,161.75,1002.00,1.24,7.90,SSW,4.34
2016-01-08,9.80,14.14,19.20,85.21,0.00,189.54,891.00,1.44,7.90,S,5.35
2016-01-09,8.90,13.58,18.90,80.71,0.25,201.33,844.00,1.54,8.30,ENE,2.88
2016-01-10,9.20,13.82,20.30,83.17,0.00,180.88,1086.00,1.39,8.80,NE,4.80
2016-01-11,8.70,13.52,19.60,89.00,0.00,191.83,921.00,1.48,8.40,ESE,13.68
2016-01-12,9.00,13.65,20.80,88.12,0.25,192.33,930.00,1.47,8.10,SE,4.60
2016-01-13,10.10,13.35,18.80,85.17,0.00,159.62,1136.00,1.39,10.10,E,13.70
2016-01-14,9.80,13.69,19.30,89.58,1.26,192.75,921.00,1.60,8.80,SW,5.79
2016-01-15,10.60,13.87,19.40,91.21,0.50,178.79,946.00,1.43,8.50,SW,4.82
2016-01-16,10.60,14.84,20.30,81.38,0.00,190.71,882.00,1.60,8.70,E,4.81
2016-01-17,8.90,14.16,18.50,84.71,0.00,216.21,930.00,1.77,9.20,ESE,19.67
2016-01-18,6.90,13.11,21.30,85.46,0.25,219.58,861.00,1.65,8.40,ESE,7.01
2016-01-19,9.20,13.45,21.10,74.88,0.00,203.21,891.00,1.68,8.90,E,21.51
2016-01-20,7.90,12.82,19.30,82.38,0.00,165.25,889.00,1.40,7.90,ESE,11.62
2016-01-21,9.60,13.94,19.90,85.50,0.00,111.92,751.00,0.95,6.00,,0.00
2016-01-22,10.70,14.36,20.80,79.75,0.25,217.67,831.00,1.68,8.40,ESE,26.53
2016-01-23,5.50,11.51,20.40,85.00,0.25,191.42,947.00,1.44,8.00,ESE,16.99
2016-01-24,5.10,13.25,18.40,86.12,0.00,162.54,969.00,1.25,8.30,E,3.47
2016-01-25,9.40,13.64,18.90,82.96,0.00,211.21,861.00,1.64,8.40,SW,12.88
2016-01-26,10.10,14.31,20.10,74.25,0.00,216.79,867.00,1.83,9.20,SSW,5.07
2016-01-27,11.30,14.52,19.10,77.67,0.00,187.46,930.00,1.59,8.80,SSW,5.00
2016-01-28,9.70,13.92,20.70,86.21,0.25,214.04,854.00,1.74,8.70,E,11.90
2016-01-29,7.60,12.72,19.20,88.88,0.00,138.62,976.00,1.23,8.90,ESE,7.39
2016-01-30,11.80,14.38,19.60,90.75,0.00,182.12,1004.00,1.48,8.80,ESE,3.20
2016-01-31,11.60,14.60,19.70,90.12,0.00,181.50,1055.00,1.41,8.30,SE,4.00
2016-02-01,11.10,14.42,19.80,88.70,0.00,196.43,969.00,1.53,8.30,SSW,5.53
2016-02-02,10.30,12.98,17.80,91.42,2.54,120.54,1004.00,0.96,8.60,SSW,5.24
2016-02-03,9.30,13.58,18.80,90.92,0.50,212.75,888.00,1.69,8.90,SW,9.43
2016-02-04,11.00,14.64,19.90,81.50,0.00,239.08,965.00,1.93,9.80,E,24.58
2016-02-05,9.70,13.02,18.90,77.33,0.00,233.50,889.00,1.85,9.30,E,25.29
2016-02-06,8.80,12.61,18.10,81.46,0.00,197.46,1290.00,1.72,11.60,E,28.43
2016-02-07,6.60,11.60,18.50,78.96,0.00,235.79,912.00,1.93,9.70,E,28.29
2016-02-08,5.80,12.79,20.60,74.46,0.00,215.04,1069.00,1.68,9.00,E,10.13
2016-02-09,6.90,11.63,19.00,61.58,0.00,231.12,976.00,1.88,9.60,E,26.29
2016-02-10,3.90,9.80,19.40,65.04,0.00,211.62,918.00,1.75,9.20,ESE,19.51
2016-02-11,3.00,10.30,19.90,74.83,0.00,216.62,893.00,1.79,9.20,ESE,14.39
2016-02-12,6.10,11.63,18.30,83.62,0.25,237.25,1071.00,1.98,10.20,E,17.98
2016-02-13,8.60,11.58,16.70,78.25,0.00,238.96,1032.00,1.98,11.10,E,29.43
2016-02-14,8.70,13.55,20.50,78.21,0.00,177.75,1102.00,1.57,9.90,E,10.62
2016-02-15,9.60,14.20,19.50,82.50,0.25,210.71,979.00,1.78,9.70,SSW,6.76
2016-02-16,10.90,14.94,20.80,75.08,0.00,220.96,1032.00,1.66,9.00,NE,4.80
2016-02-17,9.10,13.92,19.60,77.17,0.00,199.42,1150.00,1.63,10.70,ESE,18.52
2016-02-18,10.20,13.47,18.60,82.08,0.00,209.75,1178.00,1.78,11.00,ESE,34.20
2016-02-19,10.30,12.82,16.70,86.42,0.00,81.79,1088.00,0.92,9.50,E,27.83
2016-02-20,9.70,13.44,20.50,75.38,0.00,237.75,1049.00,1.94,10.20,ESE,18.06
2016-02-21,7.60,13.88,21.00,81.46,0.00,238.00,937.00,1.93,9.50,ESE,9.92
2016-02-22,10.40,14.07,19.70,86.17,0.00,199.79,1111.00,1.61,9.70,SSW,6.43
2016-02-23,10.30,14.02,19.00,84.12,0.00,172.08,1123.00,1.52,10.60,SSW,4.48
2016-02-24,9.40,15.40,21.70,72.42,0.00,190.71,1113.00,1.58,9.50,S,9.63
2016-02-25,10.10,13.38,18.90,80.75,0.00,232.29,930.00,2.21,10.90,ENE,26.67
2016-02-26,9.20,13.03,18.30,81.75,0.00,202.50,1106.00,1.97,12.00,ESE,22.23
2016-02-27,8.60,12.00,18.90,80.88,0.00,236.83,930.00,2.24,11.00,E,24.29
2016-02-28,8.80,13.10,20.60,82.17,0.00,171.50,1202.00,1.64,12.00,ESE,14.24
2016-02-29,9.60,14.16,20.00,87.25,0.00,227.58,921.00,2.08,10.20,ESE,2.74
2016-03-01,8.90,14.92,20.30,72.43,0.00,221.91,960.00,1.96,10.10,SW,12.88
2016-03-02,8.80,14.87,23.10,75.62,0.00,216.46,970.00,1.93,10.20,E,16.34
2016-03-03,11.30,14.46,20.60,85.32,6.59,100.68,1067.00,1.20,11.60,E,11.48
2016-03-04,10.80,14.33,20.20,88.96,1.01,94.25,1065.00,0.98,13.30,E,8.17
2016-03-05,11.00,14.02,19.90,92.46,1.78,152.08,1107.00,1.44,11.90,S,4.34
2016-03-06,9.70,13.70,20.20,88.42,1.26,206.71,1039.00,2.15,12.40,E,6.63
2016-03-07,10.70,13.95,18.60,86.92,0.25,158.79,1287.00,1.62,13.00,SSE,2.97
2016-03-08,10.80,13.84,18.80,88.12,0.25,146.88,1243.00,1.65,13.10,S,11.85
2016-03-09,11.20,13.47,17.00,89.96,0.25,87.04,997.00,0.90,9.60,S,10.21
2016-03-10,11.30,14.64,20.40,82.88,0.00,190.67,1208.00,2.15,14.30,SSW,6.82
2016-03-11,10.80,15.02,20.20,83.08,0.00,221.83,1127.00,2.24,12.80,SW,14.29
2016-03-12,12.60,15.28,20.10,89.29,0.00,192.17,1188.00,1.98,12.00,S,7.04
2016-03-13,12.40,14.49,18.10,95.12,1.01,91.50,1206.00,0.99,11.30,SSW,4.14
2016-03-14,12.60,15.60,20.80,90.04,0.00,136.67,1239.00,1.49,13.20,SSW,8.70
2016-03-15,11.30,15.32,20.80,84.75,0.00,243.67,1046.00,2.26,11.70,NE,3.47
2016-03-16,10.90,15.02,19.80,89.21,0.50,189.25,1139.00,1.83,11.70,SW,6.79
2016-03-17,11.60,15.23,20.40,92.83,0.00,169.12,1155.00,1.36,10.30,S,8.74
2016-03-18,11.90,14.98,19.40,93.17,0.50,127.08,1181.00,1.29,11.10,SSW,4.81
2016-03-19,11.90,16.00,21.50,85.62,0.00,239.00,1000.00,2.03,10.70,SW,16.10
2016-03-20,13.20,16.96,22.90,80.12,0.00,174.75,1181.00,1.59,11.10,ESE,22.31
2016-03-21,10.30,14.57,19.70,82.04,0.00,253.42,1107.00,2.38,12.30,ESE,29.28
2016-03-22,10.40,15.30,23.40,77.79,0.00,230.96,1157.00,2.16,11.50,ESE,20.26
2016-03-23,10.30,15.43,21.40,88.54,0.00,201.50,1118.00,1.84,11.60,SW,10.53
2016-03-24,12.60,16.10,20.40,87.08,0.25,227.58,1083.00,1.99,10.70,SSW,7.10
2016-03-25,11.30,16.15,23.20,85.58,0.25,241.38,970.00,2.12,10.30,SW,12.07
2016-03-26,12.10,15.46,19.60,91.38,0.25,203.12,1230.00,1.94,11.50,S,9.65
2016-03-27,10.90,15.67,21.40,90.88,0.50,230.62,976.00,2.11,11.00,ESE,4.07
2016-03-28,11.40,15.34,20.90,89.83,0.25,230.42,1099.00,1.88,10.00,ENE,4.48
2016-03-29,10.90,15.04,19.10,90.38,0.00,148.79,1106.00,1.42,11.00,E,4.27
