"Autoridad Para el Manejo Sustentable de la Cuenca del Lago Atitlan y su Entorno (AMSCLAE)"
"Departamento de Investigacion y Calidad Ambiental (DICA)"
"Estacion Climatica de"
Panajachel
2017
"  "
Mes,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2017-01-01,13.70,18.13,23.30,71.67,0.00,247.67,786.00,7.10,16.00,NE,17.15
2017-01-02,13.40,18.08,23.80,69.79,0.00,243.71,796.00,6.84,16.00,E,12.87
2017-01-03,14.10,18.19,23.60,71.21,0.00,247.42,782.00,7.15,16.00,NE,18.26
2017-01-04,12.30,17.93,24.30,56.08,0.00,252.29,809.00,7.04,16.00,NNE,22.77
2017-01-05,14.50,18.70,24.00,74.92,0.00,240.42,796.00,7.13,16.00,NE,17.69
2017-01-06,14.60,18.55,23.40,78.38,0.00,215.29,793.00,6.95,16.00,SSW,12.88
2017-01-07,15.00,19.91,25.20,62.21,0.00,248.00,853.00,7.13,16.00,ESE,17.32
2017-01-08,15.10,18.32,21.40,59.88,0.00,224.08,793.00,1.54,7.20,E,51.50
2017-01-09,13.40,16.55,23.10,50.42,0.00,251.96,812.00,6.81,16.00,N,46.00
2017-01-10,14.00,18.77,26.00,50.96,0.00,252.38,828.00,6.88,16.00,NNE,39.56
2017-01-11,13.00,17.92,24.10,58.62,0.00,246.92,814.00,6.67,16.00,NE,19.74
2017-01-12,13.20,18.27,23.80,62.21,0.00,243.79,819.00,6.88,16.00,ENE,21.14
2017-01-13,14.30,19.38,26.20,49.21,0.00,253.12,823.00,6.87,16.00,NE,26.69
2017-01-14,15.60,19.35,24.20,56.25,0.00,258.79,853.00,6.92,16.00,N,28.36
2017-01-15,15.40,19.35,24.70,59.12,0.00,210.38,976.00,6.62,16.00,NE,30.34
2017-01-16,13.60,17.70,22.40,69.83,0.00,247.71,939.00,6.84,16.00,NE,13.34
2017-01-17,12.80,17.44,23.20,69.42,0.00,217.67,842.00,6.78,16.00,NE,21.81
2017-01-18,14.50,18.12,22.50,75.96,0.00,162.17,1083.00,6.78,16.00,SE,13.60
2017-01-19,13.40,17.69,22.80,73.83,1.20,224.58,824.00,6.94,16.00,S,15.21
2017-01-20,14.80,17.97,21.90,80.92,0.00,241.46,856.00,6.75,16.00,S,13.58
2017-01-21,14.30,17.02,20.70,84.54,1.20,154.71,990.00,6.32,16.00,SSE,14.23
2017-01-22,13.60,17.59,21.70,78.46,0.00,234.38,1005.00,6.97,16.00,SSW,12.33
2017-01-23,13.40,19.22,26.30,56.46,0.00,258.75,847.00,6.95,16.00,ESE,13.22
2017-01-24,11.10,16.41,22.30,51.29,0.00,254.71,837.00,6.84,16.00,ESE,14.64
2017-01-25,12.70,17.21,23.70,65.96,0.00,252.46,840.00,7.01,16.00,NE,13.02
2017-01-26,11.50,16.91,22.40,64.88,0.00,248.58,814.00,7.02,16.00,NE,16.66
2017-01-27,12.80,18.22,24.80,65.00,0.00,248.46,821.00,7.05,16.00,NNE,11.56
2017-01-28,13.10,18.29,23.70,66.08,0.00,251.71,846.00,7.05,16.00,NE,20.04
2017-01-29,16.80,19.67,24.10,56.79,0.00,243.46,831.00,6.98,16.00,NE,42.43
2017-01-30,14.80,18.61,23.40,57.96,0.00,258.42,840.00,5.51,16.00,NE,41.84
2017-01-31,13.30,18.02,23.90,68.42,0.00,251.88,828.00,6.98,16.00,ENE,15.75
2017-02-01,13.40,17.85,23.20,73.67,0.00,243.00,1009.00,7.15,16.00,ENE,16.62
2017-02-02,14.00,19.00,26.10,61.83,0.00,184.12,1030.00,6.96,16.00,ENE,18.42
2017-02-03,16.60,19.79,25.20,54.50,0.00,264.42,881.00,7.14,16.00,NE,35.93
2017-02-04,16.90,19.65,23.70,57.38,0.00,272.38,969.00,7.08,16.00,NNE,37.91
2017-02-05,17.40,20.67,25.40,59.58,0.00,215.88,1014.00,6.95,16.00,NNE,27.19
2017-02-06,15.50,20.26,26.80,65.96,0.00,268.58,884.00,7.02,16.00,SSW,13.93
2017-02-07,14.50,18.62,23.40,69.08,0.00,241.33,949.00,7.05,16.00,NE,14.62
2017-02-08,14.80,19.03,24.30,73.62,0.00,234.83,884.00,7.38,16.00,ESE,13.19
2017-02-09,15.30,19.60,23.40,69.71,0.00,239.62,993.00,7.16,16.00,ESE,11.28
2017-02-10,17.00,19.86,24.40,61.54,0.00,252.29,1000.00,7.07,16.00,NNE,37.94
2017-02-11,16.80,20.13,25.80,57.92,0.00,279.42,907.00,7.10,16.00,NNE,28.16
2017-02-12,13.20,19.24,26.30,53.25,0.00,274.75,895.00,6.95,16.00,SSW,14.50
2017-02-13,14.30,18.64,23.80,67.04,0.00,273.17,949.00,6.98,16.00,NNE,13.24
2017-02-14,12.70,17.22,21.70,71.79,0.00,219.96,1111.00,7.18,16.00,ENE,16.27
2017-02-15,14.50,18.23,23.20,74.38,5.60,158.04,909.00,3.36,16.00,SSW,14.64
