"Autoridad Para el Manejo Sustentable de la Cuenca del Lago Atitlan y su Entorno (AMSCLAE)"
"Departamento de Investigacion y Calidad Ambiental (DICA)"
"Estacion Climatica de"
"Los Saminez"
2016
"  "
Mes,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2016-01-01,12.70,15.85,19.70,74.96,0.00,155.50,891.00,1.04,6.40,E,27.83
2016-01-02,12.80,15.54,19.80,80.21,0.00,175.04,988.00,1.16,7.00,E,29.40
2016-01-03,12.20,15.97,20.70,78.75,0.00,180.54,840.00,1.18,6.50,E,23.48
2016-01-04,12.70,15.58,20.20,77.46,0.00,189.75,872.00,1.24,6.50,ENE,23.85
2016-01-05,11.30,15.35,21.80,80.33,0.00,120.46,1067.00,0.83,7.00,ENE,14.90
2016-01-06,10.10,14.65,20.40,85.67,0.00,200.46,965.00,1.23,6.70,NNE,3.43
2016-01-07,12.10,14.74,19.10,87.92,0.00,184.21,926.00,1.04,6.20,S,13.40
2016-01-08,10.70,15.25,20.00,85.42,0.00,186.50,879.00,1.12,6.10,NNE,6.13
2016-01-09,9.10,14.83,19.80,76.96,0.00,195.92,819.00,1.19,6.40,E,12.48
2016-01-10,12.00,15.34,20.10,78.75,0.00,158.42,954.00,1.04,6.80,E,21.43
2016-01-11,9.70,15.06,20.60,85.17,0.00,191.92,856.00,1.25,6.50,ENE,5.90
2016-01-12,10.60,15.25,21.60,82.21,0.00,201.21,830.00,1.25,6.40,E,14.16
2016-01-13,10.60,14.89,18.90,80.21,0.00,174.42,1034.00,1.13,7.80,NNE,10.57
2016-01-14,10.70,15.17,20.20,86.96,2.54,187.67,826.00,1.24,6.80,SSE,4.81
2016-01-15,10.80,15.48,19.60,85.83,0.25,189.71,918.00,1.19,6.90,NNE,5.60
2016-01-16,11.20,15.62,20.20,81.92,0.00,188.00,851.00,1.25,6.80,SSW,5.18
2016-01-17,11.80,15.26,19.10,80.71,0.00,194.83,872.00,1.39,7.40,E,24.34
2016-01-18,9.30,14.93,21.50,80.33,0.00,201.42,840.00,1.38,6.90,ENE,20.69
2016-01-19,10.80,14.78,20.60,72.04,0.00,197.29,877.00,1.37,7.30,E,26.06
2016-01-20,10.60,14.77,20.70,77.08,0.00,182.42,911.00,1.24,6.80,NNE,8.97
2016-01-21,11.10,14.88,20.30,83.50,0.00,86.17,802.00,0.72,4.70,NNE,4.20
2016-01-22,11.80,15.50,21.20,74.62,0.00,187.17,819.00,1.18,6.50,NE,35.67
2016-01-23,8.10,13.48,21.20,78.67,0.00,202.96,828.00,1.25,6.10,E,17.38
2016-01-24,8.80,14.30,20.00,85.75,0.00,160.42,932.00,0.93,6.20,NNE,5.07
2016-01-25,9.70,14.85,20.30,81.92,0.00,205.08,853.00,1.23,6.40,NNE,5.04
2016-01-26,9.40,14.73,20.20,77.17,0.00,207.96,849.00,1.34,7.00,NE,3.89
2016-01-27,10.40,15.49,20.40,76.21,0.00,211.75,835.00,1.33,6.80,NNE,5.51
2016-01-28,11.10,15.72,22.10,80.00,0.00,203.12,853.00,1.32,6.70,E,17.70
2016-01-29,10.80,14.97,21.10,82.88,0.00,164.79,983.00,1.07,7.00,E,13.70
2016-01-30,11.90,15.81,21.20,87.96,0.00,178.29,928.00,1.14,6.80,NNE,4.57
2016-01-31,12.90,16.11,21.10,87.79,0.00,201.75,868.00,1.24,6.50,ENE,5.03
2016-02-01,10.90,15.16,19.60,87.91,0.00,206.61,893.00,1.27,6.80,E,8.86
2016-02-02,10.20,13.97,18.90,89.50,5.08,104.00,1071.00,0.70,7.20,NNE,3.40
2016-02-03,9.60,15.17,19.90,87.75,0.00,204.88,882.00,1.43,7.30,E,16.81
2016-02-04,13.30,16.09,20.30,76.58,0.00,213.12,976.00,1.48,8.30,E,35.70
2016-02-05,11.70,14.38,18.70,72.46,0.00,211.17,896.00,1.39,7.80,E,36.88
2016-02-06,11.30,14.25,18.40,75.92,0.00,164.96,1229.00,1.24,9.80,E,38.21
2016-02-07,10.20,13.08,17.60,73.54,0.00,216.75,918.00,1.50,7.90,E,36.67
2016-02-08,9.20,14.61,21.40,68.62,0.00,230.71,993.00,1.50,7.50,E,25.10
2016-02-09,8.60,12.75,18.40,58.88,0.00,221.71,962.00,1.52,8.10,E,27.96
2016-02-10,6.90,11.40,19.10,59.21,0.00,215.33,900.00,1.45,7.70,ENE,21.22
2016-02-11,8.00,13.80,21.10,66.50,0.00,221.46,905.00,1.48,7.80,E,11.90
2016-02-12,8.20,13.18,17.30,79.50,0.00,226.79,909.00,1.60,8.30,E,27.84
2016-02-13,10.10,13.08,17.40,70.83,0.00,224.62,1141.00,1.48,8.90,ENE,38.27
2016-02-14,10.50,14.84,20.50,74.62,0.00,219.21,1102.00,1.54,9.00,E,21.88
2016-02-15,10.20,15.39,21.10,79.62,0.00,230.62,954.00,1.53,8.00,NE,7.70
2016-02-16,11.20,16.31,21.50,72.54,0.00,228.25,905.00,1.48,7.40,E,16.69
2016-02-17,11.80,15.36,19.80,74.71,0.00,191.46,1155.00,1.29,8.90,E,40.00
2016-02-18,12.60,14.97,18.70,77.38,0.00,219.71,1076.00,1.53,8.80,ENE,36.50
2016-02-19,12.10,14.52,18.00,81.04,0.00,231.50,1160.00,1.73,10.00,ENE,42.97
2016-02-20,11.40,14.58,19.30,72.25,0.00,227.29,986.00,1.65,8.40,E,25.54
2016-02-21,10.70,15.80,22.20,75.96,0.00,230.33,940.00,1.50,8.10,SSE,6.11
2016-02-22,11.20,14.94,20.30,80.75,0.00,201.50,981.00,1.47,7.90,NNE,6.19
2016-02-23,9.50,14.93,20.40,81.50,0.00,181.46,1215.00,1.30,9.60,NNE,4.00
2016-02-24,9.30,16.40,22.50,69.21,0.00,208.58,1046.00,1.45,8.20,E,19.05
2016-02-25,11.20,14.43,18.60,78.12,0.00,220.00,940.00,1.73,9.50,E,29.50
2016-02-26,11.10,14.32,19.30,78.29,0.00,172.58,1230.00,1.59,10.40,ENE,25.99
2016-02-27,10.40,13.18,18.20,76.79,0.00,227.79,939.00,1.78,9.60,E,26.75
2016-02-28,10.70,14.81,21.30,78.58,0.00,216.08,1153.00,1.69,10.40,E,22.23
2016-02-29,9.70,15.11,20.30,84.08,0.00,223.83,919.00,1.70,8.60,E,14.29
2016-03-01,10.10,15.91,20.70,70.91,0.00,213.48,1013.00,1.61,9.00,ENE,15.17
2016-03-02,10.30,16.34,22.10,69.21,0.00,221.04,1004.00,1.68,8.90,NE,23.90
2016-03-03,11.70,16.43,21.10,73.91,0.00,258.73,972.00,1.90,8.20,ENE,20.10
2016-04-08,15.00,20.44,24.10,66.67,0.00,568.52,1146.00,4.10,9.40,NE,15.68
2016-04-09,13.60,17.65,24.60,66.04,0.00,263.17,1005.00,1.88,9.40,E,26.55
2016-04-10,11.30,17.49,23.40,70.62,0.00,257.00,963.00,1.70,8.20,ENE,19.32
2016-04-11,11.10,17.39,25.60,66.54,0.00,263.58,1014.00,1.95,9.90,ENE,14.71
2016-04-12,10.60,16.82,22.80,74.46,0.00,258.04,969.00,1.66,8.30,ESE,6.70
2016-04-13,10.60,16.93,22.80,82.04,0.00,246.54,1013.00,1.52,7.80,NNE,6.42
2016-04-14,13.30,17.43,22.10,87.17,0.00,212.42,1065.00,1.42,8.10,,0.00
2016-04-15,11.90,17.40,22.40,79.38,0.00,234.25,995.00,1.52,7.80,S,10.18
2016-04-16,12.70,17.27,23.10,86.25,0.00,189.08,1007.00,1.18,7.50,,0.00
2016-04-17,13.70,17.57,22.80,88.42,0.00,205.08,993.00,1.32,7.50,NE,5.71
2016-04-18,14.60,17.88,22.20,86.08,0.00,202.08,1034.00,1.30,8.00,E,11.92
2016-04-19,12.60,17.55,22.90,81.17,2.54,224.04,1011.00,1.39,7.70,E,15.02
2016-04-20,12.30,17.22,22.20,78.21,0.00,203.83,1129.00,1.34,8.80,S,8.93
2016-04-21,12.40,16.81,23.10,80.04,0.25,169.62,1222.00,1.17,9.00,E,10.54
2016-04-22,12.20,17.18,23.70,77.38,21.09,199.25,1095.00,1.34,8.50,ENE,8.84
2016-04-23,14.20,18.08,24.00,78.96,6.60,224.50,965.00,1.64,8.80,E,12.22
2016-04-24,12.40,16.85,21.80,85.54,0.25,209.33,1086.00,1.60,10.10,,0.00
2016-04-25,14.10,17.93,23.70,86.46,29.97,219.00,1071.00,1.52,9.00,E,9.21
2016-04-26,13.30,16.63,23.30,90.50,20.05,147.21,976.00,0.97,8.00,SW,2.67
2016-04-27,12.70,17.08,21.60,87.08,1.53,209.33,956.00,1.65,8.40,NE,4.60
2016-04-28,14.10,17.05,21.60,91.71,0.25,132.50,912.00,0.96,6.60,SE,2.67
2016-04-29,14.10,17.53,22.30,89.33,4.57,201.83,1055.00,1.47,8.90,NNE,3.20
2016-04-30,14.30,16.94,21.30,92.38,0.76,118.29,995.00,0.80,8.00,,0.00
2016-05-01,13.20,18.03,23.30,89.70,3.81,238.78,1069.00,1.63,8.50,E,10.59
2016-05-02,13.60,18.43,23.10,87.21,0.00,221.42,1118.00,1.45,8.10,ESE,5.46
2016-05-03,13.80,18.11,23.70,86.38,0.25,196.92,1095.00,1.31,7.70,ENE,9.12
2016-05-04,15.20,18.16,22.70,89.21,0.00,181.33,1065.00,1.24,8.20,ENE,12.90
2016-05-05,14.80,17.75,21.80,84.50,9.15,128.88,1095.00,0.98,8.90,E,17.71
2016-05-06,13.40,17.27,22.70,85.04,1.78,194.08,1220.00,1.40,9.60,,0.00
2016-05-07,13.30,16.76,21.80,88.58,0.25,162.79,1150.00,1.29,9.30,SSE,3.56
2016-05-08,12.60,16.73,21.30,88.46,0.00,163.75,1143.00,1.22,8.90,,0.00
2016-05-09,14.20,16.12,21.70,93.67,0.50,123.33,1002.00,0.79,7.60,S,9.65
2016-05-10,13.30,17.77,22.70,88.12,0.00,246.71,1071.00,1.55,8.30,E,12.88
2016-05-11,12.90,16.86,22.10,87.96,0.00,182.29,1011.00,1.26,8.00,E,8.51
