Día,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2012-04-20,12.40,14.72,17.80,93.29,4.60,142.88,1278.00,1.67,14.00,SSE,2.06
2012-04-21,11.70,15.33,19.90,85.08,0.20,202.08,1167.00,2.14,13.80,E,9.64
2012-04-22,10.60,14.75,20.50,83.58,2.80,211.50,1227.00,2.16,13.40,E,15.86
2012-04-23,8.50,13.71,21.80,76.33,0.00,266.38,1067.00,2.87,13.70,E,9.99
2012-04-24,9.10,13.84,21.10,49.33,0.00,316.92,1042.00,3.15,13.90,ESE,20.72
2012-04-25,5.20,12.61,19.40,66.75,0.00,277.38,1199.00,2.61,14.40,ESE,17.18
2012-04-26,8.30,12.87,18.30,76.38,0.00,231.79,1085.00,2.13,11.80,E,10.86
2012-04-27,8.90,12.55,18.20,87.92,0.00,191.00,1141.00,1.88,11.90,ESE,6.41
2012-04-28,10.30,14.20,18.90,81.38,0.20,270.79,1211.00,2.62,13.50,ESE,2.88
2012-04-29,9.10,14.14,19.70,77.75,0.20,310.33,1020.00,3.20,14.10,E,2.93
2012-04-30,10.70,14.84,19.20,80.96,0.20,218.79,1071.00,2.15,11.90,E,5.82
2012-05-01,10.80,14.99,20.90,89.00,11.20,193.21,1202.00,1.97,12.90,ENE,3.60
2012-05-02,10.90,15.27,19.50,91.25,0.20,202.12,1216.00,2.24,14.40,WSW,10.20
2012-05-03,10.90,15.07,21.10,88.50,0.40,195.00,1151.00,2.09,13.70,E,9.28
2012-05-04,10.40,14.99,21.50,88.33,0.40,170.92,1121.00,1.82,12.60,E,8.57
2012-05-05,11.10,15.15,19.70,83.25,0.00,213.33,944.00,1.99,10.30,SSW,8.43
2012-05-06,10.70,15.38,20.90,86.75,0.00,228.08,1132.00,2.39,13.30,NE,2.74
2012-05-07,11.70,15.40,20.40,91.00,0.20,188.17,1285.00,2.07,12.90,ENE,3.20
2012-05-08,11.90,15.60,20.90,89.46,0.00,261.33,1136.00,2.49,12.80,SSW,10.05
2012-05-09,12.80,15.75,20.40,86.42,0.00,182.54,1155.00,1.77,12.70,NNW,2.13
2012-05-10,12.90,16.32,21.70,74.33,0.00,235.42,1072.00,2.42,12.90,NE,10.60
2012-05-11,11.40,15.08,19.20,88.50,0.20,197.08,1093.00,2.04,12.60,ENE,3.66
2012-05-12,13.10,16.64,23.80,83.75,0.00,223.92,1021.00,2.32,12.90,S,2.56
2012-05-13,12.70,16.25,22.50,78.75,0.00,161.54,1069.00,1.71,13.70,E,20.51
2012-05-14,13.20,15.55,20.90,81.38,0.00,153.75,1346.00,2.13,16.00,E,22.34
2012-05-15,11.40,14.55,21.70,88.92,20.60,119.33,1243.00,1.27,13.30,E,9.93
2012-05-16,12.20,14.47,19.00,93.08,21.20,113.54,1255.00,1.38,16.00,S,9.93
2012-05-17,12.60,14.75,20.10,93.50,54.00,133.54,1099.00,1.78,16.00,E,4.81
2012-05-18,12.60,15.38,19.60,89.88,0.40,182.42,991.00,2.30,13.10,WSW,12.10
2012-05-19,12.30,14.64,19.00,93.38,18.00,125.33,1051.00,1.33,13.40,ESE,10.45
2012-05-20,13.30,14.58,17.20,96.12,25.40,67.92,689.00,0.80,6.80,ENE,4.00
2012-05-21,13.20,14.88,18.60,92.67,0.80,120.75,854.00,1.57,12.50,E,11.28
2012-05-22,12.00,14.40,20.70,92.88,5.20,116.04,1027.00,1.28,13.60,E,12.24
2012-05-23,12.60,15.13,19.60,92.42,0.20,187.08,1201.00,2.40,16.00,SW,8.68
2012-05-24,13.10,15.54,20.30,94.17,2.00,153.92,1238.00,1.87,14.70,NE,4.80
2012-05-25,12.70,15.36,19.20,92.71,9.20,148.29,1158.00,1.56,13.10,NE,4.27
2012-05-26,13.30,14.75,17.80,97.00,26.00,79.29,926.00,0.96,12.10,ESE,3.47
2012-05-27,11.60,14.25,18.40,93.17,12.80,149.04,1051.00,1.72,10.90,WSW,6.67
2012-05-28,10.90,13.69,17.90,91.83,24.40,140.46,1371.00,1.47,16.00,E,6.43
2012-05-29,11.10,14.48,18.80,85.04,0.20,208.38,1304.00,2.22,15.50,SW,12.22
2012-05-30,10.70,14.37,18.70,90.08,4.80,189.21,1259.00,2.21,14.70,ESE,3.89
2012-05-31,10.90,14.28,18.60,92.17,0.40,191.46,1336.00,2.20,15.20,ENE,2.67
2012-11-01,9.40,12.71,17.90,93.21,0.06,111.92,1081.00,1.21,13.30,SW,2.53
2012-11-02,10.50,13.90,19.10,83.75,0.00,189.67,1230.00,2.17,14.80,E,3.33
2012-11-03,9.60,13.62,20.60,89.38,0.01,154.29,1259.00,1.63,13.10,SW,2.14
2012-11-04,11.30,15.20,22.70,84.12,0.00,178.92,1313.00,1.95,12.60,ENE,4.66
2012-11-05,12.60,14.84,19.30,84.42,0.00,187.62,1194.00,1.96,14.00,E,5.82
2012-11-06,11.80,14.48,19.30,83.88,0.00,124.00,1308.00,1.61,15.30,E,5.63
2012-11-07,10.20,13.69,20.40,77.54,0.00,228.83,962.00,2.47,12.20,E,8.34
2012-11-08,9.30,12.98,19.90,74.67,0.00,259.67,921.00,2.58,12.10,E,7.44
2012-11-09,9.70,13.75,21.60,78.92,0.00,206.33,1204.00,2.08,13.20,E,5.97
2012-11-10,6.90,13.03,21.10,81.62,0.01,220.46,1123.00,2.22,12.40,E,2.79
2012-11-11,8.60,14.11,21.40,81.83,0.00,228.50,1202.00,2.22,12.90,E,2.57
2012-11-12,8.60,14.13,20.40,82.12,0.02,185.00,1085.00,1.92,12.00,E,3.44
2012-11-13,11.40,13.80,18.30,75.50,0.01,262.96,933.00,2.40,11.50,ENE,8.04
2012-11-14,9.60,13.16,18.50,79.75,0.00,249.00,912.00,2.41,11.50,E,6.92
2012-11-15,9.60,12.88,18.10,75.83,0.00,262.12,1088.00,2.43,12.60,E,8.49
2012-11-16,9.70,12.31,16.40,76.83,0.00,213.92,1311.00,1.89,12.20,E,6.31
2012-11-17,9.60,13.17,19.20,62.04,0.00,260.54,909.00,2.39,11.30,E,5.82
2012-11-18,9.40,13.55,20.80,72.12,0.00,253.92,900.00,2.35,11.10,E,6.97
2012-11-19,8.40,13.54,22.40,67.96,0.00,260.88,919.00,2.30,11.00,E,5.63
2012-11-20,5.90,12.88,20.60,57.38,0.00,259.62,902.00,2.23,10.40,ENE,4.86
2012-11-21,8.20,12.92,20.60,66.71,0.00,258.88,905.00,2.26,10.70,E,7.01
2012-11-22,10.30,13.22,20.30,81.25,0.00,176.92,1222.00,1.70,12.10,E,5.65
2012-11-23,9.00,12.53,19.80,75.54,0.00,258.00,896.00,2.26,10.80,E,6.50
2012-11-24,7.80,10.84,17.30,76.17,0.00,256.33,893.00,2.33,11.00,E,8.04
2012-11-25,4.80,11.19,19.80,81.21,0.00,246.29,891.00,2.24,10.70,E,3.21
2012-11-26,6.40,12.30,19.40,83.58,0.02,243.08,954.00,2.15,10.50,E,2.47
2012-11-27,6.30,15.13,23.50,73.33,0.00,234.92,872.00,2.12,10.40,E,3.50
2012-11-28,11.50,13.59,18.10,83.46,0.00,218.38,1099.00,2.08,12.00,E,8.82
2012-11-29,11.50,13.83,19.30,78.83,0.00,220.96,954.00,2.05,10.90,ENE,5.68
2012-11-30,10.40,13.58,18.30,82.00,0.00,192.25,986.00,2.00,11.50,E,5.64
2012-12-01,11.40,13.70,18.30,82.39,0.00,249.57,1035.00,2.39,11.80,NNE,5.83
2012-12-02,10.50,13.57,20.40,79.29,0.00,220.75,949.00,2.21,11.00,ENE,4.80
2012-12-03,9.90,13.62,20.70,77.04,0.00,199.67,1056.00,1.98,11.30,ENE,3.97
2012-12-04,8.10,12.77,19.50,85.92,0.00,161.96,1030.00,1.50,10.70,SW,2.59
2012-12-05,9.30,13.16,18.50,80.62,0.02,186.67,1153.00,1.88,11.80,E,4.53
2012-12-06,8.50,12.24,17.30,83.58,0.00,140.88,1071.00,1.32,10.30,E,4.18
2012-12-07,6.70,12.18,17.80,88.29,0.01,227.33,990.00,1.95,10.10,SW,2.08
2012-12-08,7.00,11.85,17.90,88.17,0.01,213.96,868.00,1.90,9.70,ENE,1.16
2012-12-09,5.20,12.69,19.70,70.00,0.01,249.50,886.00,2.08,10.00,ENE,1.26
2012-12-10,10.10,14.18,19.60,70.46,0.00,248.42,875.00,2.06,9.90,SW,1.69
2012-12-11,11.50,15.13,20.10,75.96,0.00,219.58,1011.00,1.85,10.50,ENE,0.94
2012-12-12,11.70,15.13,20.40,78.25,0.01,258.58,981.00,2.08,10.10,ENE,5.36
2012-12-13,10.90,13.47,18.30,75.75,0.00,244.08,911.00,2.10,10.30,E,9.54
2012-12-14,9.80,13.43,19.80,74.21,0.00,249.62,856.00,2.08,9.90,E,7.52
2012-12-15,10.10,14.24,21.20,80.00,0.00,226.04,854.00,1.95,9.50,N,3.33
2012-12-16,7.60,12.75,18.20,88.83,0.02,219.33,851.00,1.88,9.30,SW,3.06
2012-12-17,7.70,12.31,17.80,88.17,0.01,213.12,853.00,1.86,9.30,NE,1.50
2012-12-18,8.40,12.76,20.10,83.88,0.11,208.67,858.00,1.82,9.50,E,3.12
2012-12-19,8.70,13.56,20.30,79.00,0.01,223.08,1071.00,1.83,10.30,S,3.56
2012-12-20,7.70,13.88,21.20,78.58,0.01,228.46,856.00,1.85,9.10,E,3.67
2012-12-21,10.10,11.89,15.70,82.17,0.01,242.00,902.00,2.00,9.60,E,14.82
2012-12-22,9.10,11.86,16.70,82.71,0.02,251.29,997.00,2.09,10.80,E,8.81
2012-12-23,7.00,12.48,21.20,74.04,0.00,237.67,858.00,2.02,9.90,E,4.96
2012-12-24,9.20,13.65,19.10,63.12,0.00,231.46,858.00,2.06,9.90,NE,1.53
2012-12-25,8.90,13.92,20.90,76.17,0.01,240.46,884.00,2.12,10.30,NE,1.22
2012-12-26,11.00,15.12,22.70,65.00,0.00,239.62,840.00,1.96,9.40,E,7.01
2012-12-27,8.20,14.18,21.80,71.71,0.00,240.71,851.00,2.04,9.80,E,4.11
2012-12-28,9.70,14.52,19.90,82.46,0.01,207.92,842.00,1.88,9.60,ENE,1.32
2012-12-29,11.40,14.76,20.30,69.67,0.01,243.21,868.00,2.05,10.10,ENE,3.94
2012-12-30,10.90,12.71,15.70,85.75,0.01,147.33,954.00,1.31,10.90,E,9.74
2012-12-31,10.30,13.92,19.70,69.54,0.00,245.54,896.00,2.11,10.30,E,6.87
