"Autoridad Para el Manejo Sustentable de la Cuenca del Lago Atitlan y su Entorno (AMSCLAE)"
"Departamento de Investigacion y Calidad Ambiental (DICA)"
"Estacion Climatica de"
Panajachel
2019
"  "
Mes,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2019-01-01,20.40,26.32,33.40,52.96,0.00,206.96,765.00,1.22,5.70,N,20.92
2019-01-02,20.20,24.88,29.30,66.88,0.00,206.75,744.00,1.20,5.80,WSW,11.92
2019-01-03,19.40,23.96,29.40,64.62,0.00,180.50,940.00,1.12,6.70,SSW,9.66
2019-01-04,18.40,24.16,30.10,66.54,0.00,204.96,763.00,1.19,5.60,ENE,10.30
2019-01-05,22.40,25.88,30.80,62.33,0.00,203.25,805.00,1.21,5.80,SSW,10.07
2019-01-06,20.40,25.02,30.70,64.00,0.00,163.88,911.00,1.06,6.10,NNE,18.16
2019-01-07,19.20,22.89,27.60,73.96,0.40,190.17,902.00,1.13,5.90,NE,8.71
2019-01-08,18.20,23.57,29.30,64.92,0.00,189.00,925.00,1.18,6.70,NE,13.82
2019-01-09,21.40,25.03,30.30,61.38,0.00,212.54,842.00,1.37,6.70,NE,20.69
2019-01-10,21.10,24.60,29.30,63.79,0.00,213.00,1083.00,1.31,7.50,NE,22.25
2019-01-11,18.40,23.10,28.20,71.46,0.00,172.33,895.00,1.11,6.10,NE,15.87
2019-01-12,18.20,22.65,27.60,77.79,0.00,194.50,798.00,1.21,5.80,ENE,9.96
2019-01-13,20.50,24.41,30.80,59.21,0.00,198.00,826.00,1.26,6.30,NE,19.83
2019-01-14,21.70,24.48,29.60,61.46,0.00,208.54,1007.00,1.35,7.10,NE,31.11
2019-01-15,20.80,24.68,30.60,59.79,0.00,204.38,817.00,1.32,6.40,NE,22.69
2019-01-16,21.70,25.50,31.40,59.33,0.00,214.75,780.00,1.37,6.30,NE,26.29
2019-01-17,22.40,25.39,30.70,55.46,0.00,215.38,772.00,1.36,6.30,NE,27.19
2019-01-18,18.90,23.98,30.60,67.58,0.00,215.92,773.00,1.32,6.30,NNE,5.49
2019-01-19,18.30,22.48,27.40,74.17,0.00,191.88,846.00,1.18,6.00,NE,10.73
2019-01-20,19.50,23.85,29.10,65.62,0.00,211.58,810.00,1.32,6.60,NNE,27.33
2019-01-21,19.70,23.65,28.70,61.96,0.00,187.92,911.00,1.15,6.70,NE,26.90
2019-01-22,19.80,23.97,30.50,67.38,0.00,213.67,779.00,1.31,6.30,NE,12.08
2019-01-23,18.80,23.32,29.10,71.17,0.00,198.67,761.00,1.22,5.90,SSW,9.10
2019-01-24,19.70,24.54,29.50,71.79,0.00,209.54,756.00,1.27,6.00,WSW,11.28
2019-01-25,19.70,24.14,29.40,67.88,0.00,210.04,758.00,1.28,6.00,NE,11.03
2019-01-26,18.60,22.90,28.20,70.46,0.00,158.83,809.00,1.06,6.10,NE,8.94
2019-01-27,20.40,23.86,28.10,77.75,0.00,169.88,904.00,1.08,6.10,NE,6.96
2019-01-28,20.30,23.60,28.40,75.12,0.00,219.62,1009.00,1.27,6.50,NE,13.81
2019-01-29,20.30,23.62,27.50,71.08,0.00,219.88,788.00,1.33,6.30,SSW,7.40
2019-01-30,17.70,23.04,28.30,64.88,0.00,215.25,789.00,1.35,6.50,NE,15.03
2019-01-31,18.30,22.62,28.30,72.67,0.00,182.46,772.00,1.17,6.00,SW,14.73
2019-02-01,19.10,22.77,27.70,75.04,0.00,187.33,826.00,1.20,6.10,NE,13.17
2019-02-02,19.40,24.07,29.80,68.83,0.00,217.21,788.00,1.38,6.60,NNE,17.38
2019-02-03,18.20,23.33,27.90,72.00,0.00,204.04,782.00,1.34,6.60,SW,8.24
2019-02-04,16.50,20.93,30.90,73.17,0.40,215.58,891.00,1.21,6.20,ENE,10.62
2019-02-05,13.80,18.55,23.90,71.08,0.00,255.50,921.00,1.24,5.70,ENE,13.88
2019-02-06,13.20,18.52,24.10,67.62,0.00,258.54,926.00,1.25,5.80,ENE,16.10
2019-02-07,12.50,18.12,23.70,68.21,0.00,257.58,991.00,1.29,5.90,ENE,11.50
2019-02-08,12.10,19.30,27.40,55.17,0.00,274.42,1065.00,1.49,7.10,ENE,23.94
2019-02-09,16.90,19.63,23.70,54.92,0.00,284.21,986.00,1.55,7.10,ENE,35.41
2019-02-10,16.20,19.71,26.20,51.75,0.00,250.75,1056.00,1.43,6.90,ENE,27.83
2019-02-11,14.20,18.20,23.40,60.12,0.00,256.12,958.00,1.38,6.60,ENE,14.33
2019-02-12,13.90,18.77,23.90,68.75,0.00,248.71,1013.00,1.29,6.40,SW,12.88
2019-02-13,16.40,20.52,25.20,59.12,0.00,268.92,991.00,1.40,6.50,ENE,26.02
2019-02-14,13.60,19.33,24.70,65.12,0.00,275.67,977.00,1.45,6.70,NE,10.94
2019-02-15,14.40,19.47,25.40,69.88,0.00,266.75,947.00,1.35,6.30,ENE,15.19
2019-02-16,14.20,19.10,24.10,72.46,0.00,250.29,1030.00,1.25,6.00,ENE,7.42
2019-02-17,15.70,19.44,23.90,77.38,0.00,236.58,1046.00,1.32,6.60,,0.00
2019-02-18,13.90,19.42,24.10,71.96,0.00,245.46,1114.00,1.30,6.70,ENE,10.72
2019-02-19,15.10,19.31,24.60,72.29,0.00,254.42,962.00,1.37,6.60,ENE,8.73
2019-02-20,16.10,19.00,22.80,77.17,0.00,202.29,1065.00,1.10,6.40,SSW,8.32
2019-02-21,15.80,18.41,22.80,78.96,0.00,156.83,1018.00,0.84,6.00,ENE,11.28
2019-02-22,15.30,19.19,24.60,75.04,0.00,226.71,963.00,1.25,6.60,E,10.83
2019-02-23,16.60,19.55,24.10,76.12,0.00,205.96,1188.00,1.17,7.00,ENE,8.36
2019-02-24,16.10,20.67,25.20,66.04,0.00,273.88,1150.00,1.40,7.00,ENE,15.82
2019-02-25,18.40,21.44,27.10,51.88,0.00,287.58,1204.00,1.68,8.20,ENE,31.36
2019-02-26,16.30,20.65,28.40,51.12,0.00,296.12,1023.00,1.64,7.40,ENE,26.06
2019-02-27,13.70,18.59,24.20,61.96,0.00,245.04,991.00,1.35,6.60,WSW,14.90
2019-02-28,13.40,18.33,23.40,64.38,0.00,240.00,997.00,1.28,6.30,ENE,17.30
2019-03-01,14.60,18.75,24.20,69.88,0.00,238.12,953.00,1.24,6.10,ENE,11.51
2019-03-02,14.20,18.90,24.20,67.79,0.00,285.75,1048.00,1.40,6.30,ENE,13.36
2019-03-03,14.20,19.13,24.50,64.96,0.00,240.58,1016.00,1.31,6.60,ENE,11.27
2019-03-04,15.10,19.27,23.60,71.96,0.00,247.33,1125.00,1.32,6.60,ENE,10.48
2019-03-05,15.90,21.78,27.90,52.62,0.00,301.71,1069.00,1.65,7.60,E,21.24
2019-03-06,18.60,21.64,26.60,53.54,0.00,280.46,1023.00,1.75,7.80,ENE,38.65
2019-03-07,17.20,22.43,30.40,43.96,0.00,299.92,1030.00,1.77,7.70,N,24.12
